,name,qualification,specialization,clinic_address,timing_days,timing_session,review_score,consultation_fee,current_url,feedbacks

39,Dr. Vikram Kolhari,"MBBS, MD - General Medicine, DM - Cardiology","Cardiologist
18 Years Experience Overall  (9 years as specialist)","New Number 1, Old Number 28, Platform Road, Landmark: Near Mantri Mall, Bangalore",Mon - Sat,02:30 PM - 04:30 PM,,₹740,https://www.practo.com/bangalore/doctor/dr-vikram-kolhari?practice_id=1055989&specialization=Cardiologist&referrer=doctor_listing,"['I recommend the doctor***** * *** ** **** *** ** ******** **** ********* we shifted to Apollo Sheshadripuram and glad we made the choice. Right frm start till the end of 8th day when my father was discharged, Dr Vikram was in his professional best. Very soft spoken and humble, yet with a great professionalism, Dr Vikram was able to identify the root cause and provide the right diagnosis. He listens very patiently and gives all times to clarify each and every doubt. Now my father is recovering well and all thanks to Dr Vikram. He is a definite recommendation for any cardio related issues and takes very good care of his patients. Thank you Doctor for your support and care.', 'I recommend the doctorWords could never express our gratitude for all you did and continue to do for our dad. You are truly amazing, compassionate & brilliant human being!We admire you for your commitment to all of those patients and families who you touch every day!”“Not a day goes by that I ask God to bless you and your wonderful skilled hands. Because of it, My dad was able to spend a little more time on this wonderful earth. Thank you and your team for being there in my time of need. I will never forget you.”Bheemsen S v', 'I recommend the doctorMy husband had been to hospital and it was for acidity and cholesterol. ********* *** **** ** ******* He went alone. He is satisfied with the treatment given by the doctor. Tablets were prescribed by the doctor. There was no waiting time in the hospital when we went. He took reports with him. Doctor told to reduce weight.', 'I recommend the doctorI had consulted the doctor and it was for high BP issues. ****** *** **** ** ********** *** I have already recommended the doctor to my family or friends. Doctor told to stop all tablets which was prescribed. There was more waiting time in the hospital when we went. It was for 45 minutes. Diet was suggested to use less salt. Doctor was friendly.', 'I recommend the doctorMy dad had visited the hospital and consulted the doctor. ****** *** **** **** ***** **** ******** **** ** *** ******** **** ******. I can definitely recommend the doctor to my family or friends. Doctor was very kind and nice. Tablets were prescribed by the doctor. There was some waiting time in the hospital when we went. Once a week or month we visit doctor. Diet was suggested. My dad had shortness of breath. Doctor explained things properly and was friendly.', 'Visited For Heart ConditionsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait time*** ****** ******* ** *** *** ****** ******,As suggested by some friends,i did my Lipid profile test,found that Cholesterol level is borderline,Meet Dr. Vikram Kolhari,as per his suggestion changed my life style,with minimal medication my cholesterol level is under control.He is very cool,address to your questions.With Best RegardsVijayprakash Idlur', 'Visited For Heart ConditionsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyCool and calm doctor. Very down to earth.Satisfaction to the fullest. Gave a clarity on what to do when.']"

40,Dr. P Ranganath Nayak,"MBBS, DM - Cardiology, DNB - General Medicine, MD - General Medicine","Cardiologist
22 Years Experience Overall","71/1, Vasanth Nagar, Landmark: Opposite to St Annes College & Beside Navnit Motors, Bangalore",Mon - Sat,11:00 AM - 03:00 PM,100% (18 votes),₹1000,https://www.practo.com/bangalore/doctor/dr-p-ranganath-nayak-2-cardiologist?practice_id=634957&specialization=Cardiologist&referrer=doctor_listing,"['I recommend the doctorMy husband had met the doctor and it was for health problem. Treatment was fine by the doctor. My husband had cholesterol issues. I can recommend doctor to my family or friends. I am satisfied with the explanation and treatment given. Doctor told to continue same tablets. There was less waiting time in the hospital, it was for 10 minutes only. No tests were done and my husband is fine now. Hospitality was good.', 'I recommend the doctorWe had visited the hospital and it was health problem for my husband and it was for cardio related. ****** ** ********* ** ******** *** *** **** ******* I can recommend doctor to my family or friends.I am satisfied with the treatment given. He saved my husband. My husband had bypass surgery in past, he went for consultation. Medicine was prescribed by the doctor.  He is still under medication. He is very good now. Hospitality was good. There was no waiting time in the hospital. ', 'I recommend the doctorI visited my father to check up. My father trusts only this doctor because my father had a previous operation done by him five years ago which helped a lot. He is a good experienced doctor and if anyone has the same problem I would like to recommend this doctor to others .', ""I recommend the doctor** ** * ***** very friendly doctor and gives good advice. The patient was my father and visited for him, he listened to my father's problems. I am happy with the explanation of the health issue given by the doctor. I will refer the doctor to my family and friends. The doctor made my father comfortable to talk openly. Getting an appointment with the doctor is very difficult."", 'I recommend the doctorWe had met the doctor and it was for my dad, it was a regular consultation every year. ****** *** **** **** ** ******** *** we are very happy. I can recommend doctor to my family or friends hundred percent. My dad had angioplasty surgery and it went very well. I am extremely satisfied with the treatment given. My dad had heart related issue and operation was done. Waiting time was for 15-20 minutes. My dad is fine now. We did echo tests. Hospitality was good. Diet and exercise was suggested by the doctor.', 'I recommend the doctorI had met the doctor and it was for heart related checkup. ****** *** **** *** **** ******* I can recommend doctor to my family or friends. I am satisfied with the treatment given. Medicine was prescribed by the doctor.  No tests was done. I am fine now. There was no waiting time in the hospital. He is very friendly doctor. Iam taking tablets still, I am doing exercise and diet was also suggested by him.', 'I recommend the doctorWe visited for the second opinion for my wife, she has a heart problem. We are happy with the consultation. The doctor also had the same suggestion and report which we got from another hospital. Both were saying to do pacemaker after doing she is ok, his suggestions helped. I will definitely recommend the doctor to my family and friends. He is good, he gives time for the consultation and explains it well to us. The doctor is very nice.', 'I recommend the doctorI had heart related issue so went to hospital. Treatment was very nice. I can definitely recommend doctor to my family or friends. I am satisfied with the treatment given. There was no waiting time in the hospital. ', 'I recommend the doctorI met the doctor and it was good. He gave time for consultation It was good experience and i would recommend the doctor to my friends and family. His behavior was fine. The suggestions or the treatment given by the doctor was helpful.']"

41,Dr. Murali Krishna,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery","Cardiologist, Cardiothoracic Surgeon
23 Years Experience Overall  (16 years as specialist)","98, Kodihalli, Landmark: HAL Bus Stop, Bangalore",Mon,01:00 PM - 05:00 PM,,₹900,https://www.practo.com/bangalore/doctor/dr-murali-krishna-7-cardiologist?practice_id=630200&specialization=Cardiologist&referrer=doctor_listing,[]

42,Dr. Shivanand S Patil,"MBBS, MD - General Medicine, DM - Cardiology","Cardiologist
23 Years Experience Overall  (13 years as specialist)","154/9, Landmark: Opposite IIM-B, Bangalore",Mon - Sat,04:00 PM - 06:00 PM,95% (86 votes),₹900,https://www.practo.com/bangalore/doctor/dr-shivanand-s-patil-cardiologist?practice_id=1136311&specialization=Cardiologist&referrer=doctor_listing,"[""Visited For Coronary Angioplasty / Bypass SurgeryI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionDuring the course of my health chck up at Fortis hospital, I was referred by the physician to cardialogist Dr Shivanand Patil. I found Dr Patil to be a pleasant and friendly person. After going through investigation reports, he advised me to have coronary angiogram done immediately, as TMT was 'very positive'. As per his advice I had my angiogram done on the 10th July, 2018 which revealed coronary artery disease with 90% stenosis in the Right Coronary Artery. But I never had any sympton of heart ailment at all! My preventive medical check up, prevented any significant damage to my heart and my life.Dr Shivanand Patil performed coronary angioplasty on the same day. The procedure was done competently and skillflly, without causing any physical distress to me(I am 76 years old). During the process, in between professional talk with his team, he kept on checking with me as to how I was experiencing those moments, to give me a measure of comfort.Post procedure interactions with him were positive and pleasant.Entire procedure and treatment went on smoothly and I was discharged on 12th July. Dr Patil reviewed the position on the 19th july. I am taking prescribed medication. I am happy to be under the care of Dr Shivanand Patil.D R Ananda kumar"", ""I recommend the doctorDr. Shivanand S Patil is an experienced and excellent. Proper analysis and genuine advice was quite impressive. Treatment was highly satisfactory. But, hospital wise I am not at all satisfied. Main concern was the parking area. It's still under construction and there is no accessibility for the lift. One should use the stairs all the way to the upper storey which is a complete mess due to the water leakage, broken wires and construction materials. Even the Hospital is not so very well organised. People will break the queue, scheduled timings are not followed and patients who wants to show the test reports will enter in the middle. So one who is waiting since hours will be remained in the queue. I understand that it is a very big organisation and its difficult to manage but if they can work on it and schedule the things wisely it will be helpful."", 'I recommend the doctor*** ********* * ***** ** * **** **** ******. Diagnosis and the treatment was really fine. But I am concerned about two things. One is the waiting period. It took complete one hour to consult the doctor although I had a confirmed appointment through Practo. Patients were very less that day but the doctor was not available in the OPD. Second is the cost. Fees for the tests and procedures are relatively high in this Hospital. These were the major drawbacks. So, I can say that I am moderately satisfied with the overall experience.', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionDoctor is very methodical in diagnosing the problem. Very friendly, listens carefully and he went through my previous reports patiently. He suggested few tests to rule out any issues and gave medication following that. He conducts the tests by himself in the facility, which I felt is really helpful. I thank him for giving me confidence and highly recommend him.', 'Visited For Cardiac checkup - GeneralI do not recommend the doctorHoped for better: Explanation of the health issueTreatment satisfactionValue for moneyIn my experience 1st thing which I didn’t like that was Dr was in Hurry. He didn’t explain properly, just suggested all test and after seen the report said all ok. Hardly he spend total 5 min or less...It was my First & Last visit in Fortis Hospital after this experience.Washroom was very dirty and Tap was not working properly.ECG, Echo & TMT Cabin was mess & not clean.ECG guy was not in room, he just went for break or somewhere without inform to his Team/Patient *** * ****** ****** *** done my ECG Test even she was scrolling thay guy for going without informing.I thought Fortis is very good Hospital, it would be a class service but Fortis Service has proove me wrong.Not recommend to anyone.Not worth.My suggestion is - Fortis should maintain his name reputation in market by Pay proper attention to Customer/Patient and provide good Facility such like Clean Washroom & Quality Drinking Water, Clean Test room not messy.If someone walk in to the Famous Hospital for any medical help, he/she don’t care the money spend but expect quality of service that should be worth of spending every single penny.It was my 1st & Last visit but shouldn’t be for others.Dr should not be in hurry ever while talking to patient.Overall I experience that Fortis Visit was money gone in water. I expect just a quality service & facility for patient as Fortis name comes India Top 10 Quality Service Hospital.', 'Visited For Hypertension TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeI went to the doctor for chest pain and discomfort issues . This was my second doctor for the same issue as the previous doctor was not satisfactory.The doctor listen to the problem and examined all the test reports thoroughly before diagnosis and coming to a conclusion.Further he suggested against medicines and advised for a lifestyle change instead.**** ************* *** **** ****** * Highly recommended.', 'Visited For Carotid Angioplasty And StentingI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionMy father went through Angioplasty 10 years back and it was operated by Shivanand. He is friendly from day 1 till date and explains the scenarios properly. He also helped my father with a proper diet plan and physical activity to keep his health on track. I recommend the doctor for cardiology related problems.', 'Visited For Coronary AngiographyI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeDoctor has very wide experience in understanding and diagnosing the heart issues.Hears patiently and guided us on the right way.Has huge experiance in performing angiogram , angioplasty, Open heart surgerys . Post Angioplasty my dad is perfectly fine and doing good.', 'I do not recommend the doctorWhatever instances I experienced during the consultation was not really great. I was suggested for ECG and some other tests despite the fact that I already held the recent reports. I spent around three hours to get these tests done. Later I was insisted by the doctor that it is a critical condition and immediate admission should be executed. ** ***** *** ******* *** *** **** ***** So I visited another doctor *** ******** **** ** ** ** *** ** ********* *** ***** ** ** **** ** ***** ***** *** What I would like to say is, the doctors should be more empathetic *** ****** *** *** ** **** *** ******* ** **** **** ** ******** *** ********', 'Visited For BP MonitoringI recommend the doctorHappy with: Explanation of the health issueDoctor friendlinessSoft attentive and explained well. Informed ppss1 reasons for the problem. Over all nice to have interacted with himJayanthi']"

43,Dr. P. Padmakumar,"MBBS, MD - General Medicine, DM - Cardiology","Cardiologist
45 Years Experience Overall  (35 years as specialist)","98, Kodihalli, Landmark: HAL Bus Stop, Bangalore",Mon,01:00 PM - 04:00 PM,83% (24 votes),₹900,https://www.practo.com/bangalore/doctor/dr-p-padmakumar-cardiologist?practice_id=630200&specialization=Cardiologist&referrer=doctor_listing,"[""I recommend the doctorThe consultation was very good. My mother had general weakness because she did not walk properly and her heart issue and the doctor gave proper suggestions about the issue and what has to be done. Doctor behaviour was good, the doctor listened to our problem and was happy with the doctor's explanation about the problem. I would like to recommend this doctor to others. There was not much waiting time for the doctor. I would like to give a rating of 9/10. Everything was good and the reception peoples were supportive."", 'Visited For Cardiac CathI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyI visited this Dr after my CABG 15 years ago. During January 19 for shortness of breath I was administration in critical condition. Dr. Padmakumar diagonised the cause and treated me. He is very friendly and explained everything to me and my family members. He is the one who gave me rebirth. * ***** ** ** *** ***** *** ************ ** *********', ""Visited For Heart ConditionsI do not recommend the doctorDr. P. Padmakumar is a cardiologist in Vikram Hospital (Bengaluru). Last Week my parent visited him for follow-up check-up. Being a Cardiac( heart) doctor regrettably he don't have good heart to listen to patient.He is one of very arrogant doctor we have come across. We had previous Blood and other reports which was collected in other hospital, he denied to check other Hospital report and says through those old reports.He don't listen to patients and if you ask him any question, he straight fwd says don't ask any questions.He makes heart patient more tension by using hi-fi medical terminology and also Vikram Hospital diagnosis are very much expensive and doctor consultant change are very high. The attitude of doctor was very carefree,Patient lose there confidence and just want to come back home.Hope this will be helpful for patient visiting Dr. P. Padmakumar."", ""I do not recommend the doctorHoped for better: Doctor friendlinessExplanation of the health issueValue for moneyDidn't like his behavior and way of interaction at all.As a patient its ovious to ask questions and take all information but he is not of that type.Very arrogant.on asking questions tells to refer google..obviously we dont pay high registeration fees to search in google!!"", 'I recommend the doctorA thorough Gentleman, an understanding Doctor and above all a very Good Adviser with regard to my health.', 'Visited For Cardiac AblationI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeThe treatment given by the doctors and the nurses was really helpful. Based on my experience, the hospital provided satisfying treatment to my family. I recommended to my close friends to take treatment from Vikram Hospital.', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionWonderful doc. Studied past history before suggesting the solution. I have never seen such a detailed explanation abt the issue.', 'Visited For Carotid Angioplasty And StentingI recommend the doctorHe studied the case in depth and guided us for further course of action. He also heard or all queries patiently and answered all in details. Highly recommended.', 'Visited For HypertensionI recommend the doctorHappy with: Doctor friendlinessvery pleasant and gentle doctor. explains the situation in simple language. minimum number of tests. reasonable charges.', ""I do not recommend the doctorVisited for a second opinion for blocks in arteries. Dr. Pamdmakumar is rude and impatient. Doesn't listen or explain medication/diagnosis. He prescribed antidepressants without telling what they are.""]"

44,Dr. Rajpal Singh RL,"MBBS, MRCP (UK), CCT - Cardiology","Cardiologist, Interventional Cardiologist
23 Years Experience Overall  (14 years as specialist)","154/9, Landmark: Opposite IIM-B, Bangalore","Mon - Tue, Thu, Sat","10:00 AM - 02:00 PM
05:00 PM - 07:00 PM",87% (52 votes),₹900,https://www.practo.com/bangalore/doctor/dr-rajpal-singh-rl-cardiologist?practice_id=1136311&specialization=Cardiologist&referrer=doctor_listing,"[""I recommend the doctorWent To Dr.Rajpal with my mother in 2014 june for the first time. My mother was suffering from Takaysu Arteritis. We have been to 'medanta the medicity' hospital and Jayadeva hospital before. Doe to this disease she has multiple blockages in various parts of the body. To open blockages we even tried Chelation Therapy in Goa but all went in vane.My mother had to undergo three surgeries in Medanta and total of 6 stunts wee placed in her body. But still after few months symptoms of blockages reoccured. Dr. Rajpal referred to us Mr.Ramesh Jois who also sits in the fortis hospital. Now the treatment goes parallel with both the doctors. We know that this disease is incurable but Dr.Rajpal has been very helpful throughout. From past year and half we are visiting Dr.Rajpal every two months.In March 2014 we had angioplasty in medanta for my mother but as nobody suggested any Rheumatologist to us even though the disease being diagnosed the blockages recurred. In August 2014 Doctor suggested for the angiography and my mother was having 99% blockage in one of the artery. Dr.Rajpal handled the case very properly and did her stunting and explained us the consequences. He also explained us that there is still blockages but that being risky should only be cured with medicines. From Aug 2014 till now everything is going fine. My mother still have little bit of symptoms but this disease is like that only. When the disease was diagnosed we had three operations in the span of 4 months. But now its been more than year and half we did not required any further operation. We have advised to go for few tests to check whether the disease has not been spreading fast again and is stopped to certain extent.From that time we are very particular in visiting the doctor regularly on time and always been taking the best available prescribed medicines for the better results. Doctor is very polite and listens to my mother patiently each time we visit Dr.Rajpal. We are satisfied with the treatment and how this case was being handled when all the other big hospitals and doctors gave up. And would like to continue the treatment further and hope everything goes fine."", 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyI brought my Dad to emergency due to breathlessness and he was diagnosed with Cardiac Failure. Dr Rajpal Singh visited us in the CCU and explained the next steps so well that I didn’t even wanted to take second opinion. He explains the cause and treatment in very layman terms and keeps the risks transparent with the patient and attendants. He also gives reference of other cases which were successful and that helps a lot in building confidence with the patient. My Dad got a angioplasty done with 3 stents and he is completely recovered now. We are extremely happy with the kind of treatment and post treatment we received from Dr Rajpal. I would highly recommend him to anyone who is looking for a trustworthy Doctor in the field of cardiology.', 'I recommend the doctorMy husband was admitted to Fortis Hospital and Dr. Rajpal Singh was the one who took an in-charge of him. The doctor is great and excellent. He has given intensive care and attention for the success of treatment. And now, we are on follow up consultation with him for a certain duration. Generally, one and a half hours will be the waiting period, which is really high. Last time, it was higher than usual but that day doctor was in emergency surgery and that is understandable. But, in spite of an advance booking, waiting for a long period is not considerate always. Other than this, our experience with the doctor and hospitality has been a great help.', ""Visited For Blocked Blood VesselsChest Pain During ExerciseI do not recommend the doctorHoped for better: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyA very bad experience the first of its kind in my life span of 57 years. Very rude behavior and asympathetic towards the feelings and emotions of the patient . **** **** **** ***** ******** **** Truths could have been explained in a more sympathetic approach.Dr. Rajpal Singh RL repliedUnlikely behaviour.Doctor is very professional and empathetic towards patients and relatives. The only reasons, the Doctor gets annoyed are ,is if patient continues to smoke, doesn't follow dietary discretion, doesn't take prescribed medications. In these circumstances, caring doctors are stern towards their patients. Therefore, Don't generalise and write inaccurate reviews."", 'Visited For Cardiac checkup - GeneralI do not recommend the doctorHoped for better: Doctor friendlinessExplanation of the health issueValue for moneyDr. is very very unfriendly, expects us not to ask him any questions and gets irritated. My father has visited him a 3 or 4 times and his behaviour is always the same, so he has decided not to consult him going forward.', ""Visited For PCI (Percutaneous Coronary Interventions)Coronary AngiographyI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionMy father had chest discomfort and treadmill test was positive, so we were advised to go to Bangalore for angiography. The doctor was friendly, listened to everything we said and cleared all the doubts we had. He relied on tests that were already been done and he didn't order any repeat of those tests. After the angiography he explained very clearly about presence of the block and the need of stent. How the block was reduced after placement of stent was also shown to us. The medications and the diet was also explained to us and the hospital staff were also very friendly."", 'Visited For Cardiac ProcedureI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeOn November 9, 2018 I had a heart attack. Initially, I went to people tree hospital, Srinagar and the duty doctor asked us to go to Fortis Hospital and also arranged Ambulance for us.Once, I reached Fortis Hospital, Dr. Rajpal Singh and his team received me very nicely. Immediately diagnosed the problem and did Angio and Angioplasty. The procedure completed within 20 minutes and I am saved from the critical position. He explained us very well about the procedure treated me very well. There is no word to appreciate Dr. Rajpal Singh and his team.Fortis Hospital staffs treats the patient very well. Very strict visitors timing maintained. No one is allowed inside the ICU. Only one person will be allowed with the Patient in the Ward rooms.I strongly recommend Dr. Rajpal Singh for Cardio related issues and Fortis Hospital for the facilities.', ""Visited For Heart AttackI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeMy sister was diagnosed with heart attack and required immediate attention.Dr Rajpal's immediate evaluation through angiogram confirmed several major life threatening blocks- triple valve disease. He and his team's timely intervention saved her life. Can't thank him enough. I'm happy to say that Dr Rajpal is Sincere, Dedicated, Considerate & Eminent Cardiologist."", 'Visited For Carotid Angioplasty And StentingI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeMy father was going severe pain in chest. When visited to fortis bhannergatta, Dr rajpal attended at 2.30 in the midnight and completed the surgery. We and our family is very grateful to him. Let him live longer and longer and make more lives beautiful. Wishing him all the very best in his life. My father name is Bhanumurthy. He was admitted on 26th March 2021 at 2.00am', 'Visited For ICD Lead ExtractionsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyYour great explanation of the problem and giving me hope throughout recovery of my father gave me strength to face this challenge. Knowing that you are my doctor, I feel safe. My trust and confidence are always with you.Having a doctor like you is something that nearly everyone wants, but many people never get to experience.']"

45,Dr. Pavankumar Rasalkar,"MD - Medicine, DM - Cardiology, MBBS","Cardiologist, Interventional Cardiologist
13 Years Experience Overall  (6 years as specialist)","1761, Navrang Circle, Dr Rajkumar Road, 2nd Stage, Landmark: Opposite to Navrang Theater, Bangalore",Mon - Sat,12:00 PM - 01:30 PM,99% (225 votes),₹700,https://www.practo.com/bangalore/doctor/dr-pavankumar-rasalkar-cardiologist?practice_id=1385666&specialization=Cardiologist&referrer=doctor_listing,"['Visited For Cardiac AblationI recommend the doctorHappy with: Doctor friendlinessVery good** ** ********* ****** *** ******He will explain pin to pinHe is a gentle man and he save my dadBecause of Right time guidness now I m with my dadFor me he is a angelNow my dad is recovering, he is goodGod bless you doctorThank you so much for all help and guidanceDr. Pavankumar Rasalkar repliedThank u 🙏🏻 wishing him a long and healthy life', 'Visited For Heart ConditionsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeWe know Dr.Pavankumar is known to us from 3 years and is very friendly and supportive. He diagnoses problem in a right manner. The prescribed medicine is very helpful for our living. Great regards to him and all the best.Dr. Pavankumar Rasalkar repliedThank u sir 🙏🏻', 'Visited For Heart ConditionsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueI had some body pain for past two years. Doctor explained the condition neatly. He advised me some tests.Dr. Pavankumar Rasalkar repliedThank u 🙏🏻', 'Visited For Cardiovascular ConditionsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait time**** ******* **** abandoned knowledge and patience. Treatment was accurate and disease is cured. I suggest all cardiac related patients to visit for treatment.Dr. Pavankumar Rasalkar repliedThank u 🙏🏻', 'Visited For Cardiac ProcedureI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeDr Pavan is well experienced amd he keeps patuent well informed about the procedure and provides post operation support completely. Trust he builds in patient is great.Dr. Pavankumar Rasalkar repliedThank u 🙏🏻', 'Visited For Hypertension TreatmentI recommend the doctorVery friendly doctor... consultation was very nice . Would recommend for everyone. Listens to the questions very carefully and explain the solution with lot of patience.Dr. Pavankumar Rasalkar repliedThank u for the appreciation', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issuePawan doctor is a not a ordinary doctor. he is very friendly is very careful and humble person. I say he is not a doctor. ** ** *** **** ************ This person Wonderful human being. I have a no words to say. I have a one word Vaidya Narayana Hari. ** ** *** *** ********* ****** *************************************************************************Dr. Pavankumar Rasalkar repliedThank u 🙏🏻', 'Visited For Cardiac checkup - GeneralI recommend the doctorDoc is good in explaning n very active. I m BP patient n went for regular check up. And i went through all ECg, echo n tmt n fees is nominal. Good expDr. Pavankumar Rasalkar repliedThank u 🙏🏻', 'Visited For Heart ConditionsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeFriendly doctor with good knowledge,I recommend to every one to visit pavan sir in heart problems,thanks pavan sir.Dr. Pavankumar Rasalkar repliedThank u sir', 'Visited For CardioversionHeart ConditionsI recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionValue for moneyWait timeA friendly and care taking doctorResponsive for phone callStuck to his appointment timeExplanation is excellentDr. Pavankumar Rasalkar repliedThank u 🙏🏻']"

46,Dr. Nagamani A.C,"DM - Cardiology, MBBS","Cardiologist
22 Years Experience Overall  (21 years as specialist)","Plot Number 51, 5th Block Koramangala Industrial Layout, Landmark: Near Jyothi Nivas College, Bangalore",Mon - Sat,05:30 PM - 07:30 PM,95% (22 votes),₹850,https://www.practo.com/bangalore/doctor/dr-nagamani-a-c-cardiologist?practice_id=920071&specialization=Cardiologist&referrer=doctor_listing,"['Visited For Cardiovascular ConditionsI recommend the doctorWaiting for recovery will come to know. at next visit..they will listen us very slowly..appricite that timing.............................', ""Visited For Heart ConditionsI recommend the doctorVery nice person and explains in detail what's need to be done. Took time to understand history very well.."", 'I recommend the doctorTaken my 90 year old dad after he had chest pain she was very patient in explaining us in detail the course of treatmentShe is very Prompt in responding to any queries which gives us a comfort levelVery prompt in her appointment timings', 'I recommend the doctorIt was excellent. We were able to see the doctor before time. She was very helpful. We like to meet her again.Thank you.', ""I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueValue for money**** ************ ****** *** very patient also with everyone. even though she is a serious doctor, and mine wasn't a serious ailment, she was patient enough to explain to me that i am worrying unnecessarily, it is not any heart problem but gastritis."", 'Visited For Irregular HeartbeatI do not recommend the doctorHoped for better: Doctor friendlinessExplanation of the health issueTreatment satisfactionWait timeI visited the doctor for irregular heart beat issue. she was very rude and unprofessional. she also was not ready to listen to my problem and gave no heck about it. not recommendeded', 'Visited For Heart ConditionsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueWait time**** ************* ****** *** very quick at diagnosis... Very encouraging doctor. Really helped a lot.', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWay she explained and treated.also friendliness also health tips given by her wa extremely good and helpfhelpful', ""I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyDoctor is very friendly and understands the problem from the root. She explains each and everything in detail , she doesn't prescribe you medicines untill it is very critical. I am very happy with the doctor . Before this , I went to other doctor in HSR , he was not at all so active in treating you ,he asked for further test and started giving medicines. ** * *** *** ******** ** **** **** ****** *** it's such a relief after consulting with her ."", 'Visited For Cardiac AblationI recommend the doctorHappy with: Explanation of the health issueTreatment satisfactionWait timeShe very well explains all health issues, causes and medication. Overall experience is satisfactory.']"

