,name,qualification,specialization,clinic_address,timing_days,timing_session,review_score,consultation_fee,current_url,feedbacks

35,Dr. Sutapa Datta,BHMS,"AYUSHHomoeopath
15 Years Experience Overall","C-5A/25,Near Ram Mandir,Opposite V k Jewellers, Landmark: Opposite V k Jewellers, Delhi",Mon - Sat,"11:00 AM - 02:00 PM
06:00 PM - 08:30 PM",,₹200,https://www.practo.com/delhi/doctor/dr-sutapa-datta-homoeopath?practice_id=1169187&specialization=Homoeopath&referrer=doctor_listing,"['I recommend the doctorI am very grateful to Dr. Sutapa ** *** ***** ** ** *** old chronic problem which I assumed as incurable. She listens with great patience. I feel blessed to have such a good doctor.', 'I recommend the doctorThe doctor is very calm and sweet in nature, as she tackle the serious situations in very simple ways moreover, *** ********* *** **** ********* ***** *** ***********', ""I recommend the doctorMy major concern was Hair thining and hair fall . I visit to her 2months back , and I can proudly say that am so much satisfied with her homeo medicines now . I can see my hair growth and thickness . I'll recommend you to visit her for hair problem.Thank you Dr. Sutapa"", 'Visited For chronic complaintsI recommend the doctorHappy with: Explanation of the health issueVery honest and straightforward! Highly recommended. It really helped me with my long time chronic erticeria problem.', ""I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyShe is really a gud n intelligent doctor , gives full time to listen the patient's problems. *** ********* ** **** **** ********** Full 100% marks for her. She really deserves recommendation."", 'Visited For Bronchitis TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWonderful. She was able to find out the issue very easily n resolved it in a short time with limited no of medicines !', 'Visited For Skin Specialist through HomoeopathyI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeI got immediate recovery after the medicine and the the doctor had a fair idea about the disease & treatment.', ""I recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionDoctor is very friendly and I am very well satisfied with the treatment given by her.. she listen to the patient's carefully ..I always think that homeopathy medicine takes time but I was wrong..I got the relief in one day..""]"

36,Dr. Chander Vansh Bareja,BHMS,"AYUSHHomoeopath
12 Years Experience Overall","42-A, PD Block, Landmark: Near ND Market, Delhi",Mon - Wed,"10:30 AM - 01:00 PM
06:00 PM - 08:30 PM",100% (212 votes),₹500,https://www.practo.com/delhi/doctor/dr-chander-vansh-bareja-homeopath-1?practice_id=1110143&specialization=Homoeopath&referrer=doctor_listing,"['Visited For Acidity TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeExperience with doctor has been good. Homoeopathy has solved alot of problems. ....................', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeI have a very good experience ! 1 st I use to get lot of cold and cough ! Now slowly it has vanished I had irregular periods and back ache !He is very polite to talk to he listens my health issues L really well and I get fine with his 1st dose only !Best pet very nominal fees and he send my medicines where ever I am in a day if m out of delhi !Very nice doctor !', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyI know him since last so many years and I never not disappointed with the treatment and behaviour ever.', 'Visited For ConsultantI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeI had a great experience with Dr vansh ji. He is like our family doctor and his medicines is very effective. Whenever I am ill he is the saviour.', ""I recommend the doctorHappy with: Treatment satisfactionExplanation of the health issueDoctor friendlinessValue for moneyWait timeDr Chandervansh has been a life saver for us....After Mitral Regurgitation was diagnosed and open heart surgery prescribed, we were completely shattered. Surgeons in Medanta recommended to get the surgery done asap; we met Dr Vansh for an unbiased opinion and he asked to delay the surgery and start homeo treatment. It started to show results within a few weeks and symptoms started to improve. It has been more than 03 years and I am able to cope up without any open heart.It has all been possible because of Dr Vansh's treatment. I shall always be indebted to him. He is not only my doctor but also has been our family physician since then."", 'I recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionExplanation of the health issueValue for moneyWait time""The remedies worked, I feel a lot better now than when I first met him. My condition has improved significantly *** * ** ****** ***** ***** *******I also would like to take this opportunity to thank you, Dr. Chander Vansh , again for all your selfless efforts in trying to understand my medical condition and in your faith (and uplifting mine too) **** ** *** ** ***** **** ******* ********* I also pray that the good Lord also bless you with more knowledge, strength and guide you through and through. May you also become a healer to many more that needs it through your powerful remedies.""""To those still wondering if homeopathy really works, please learn from my experience. This testimonial is written solely based on my own experience with the healing power of homeopathy and most importantly the right doctor.""-Ridhima', 'I recommend the doctorHappy with: Treatment satisfactionDoctor friendlinessExplanation of the health issueValue for moneyWait timeI was suffering from throat infection. I was initially taking allopathic treatment but the problem was recurring and even antibiotics were not curing the infection . Tired, I decided to try homeopathic treatment. After taking the treatment, the effect was fast. This was contrary to the effects of homeopathic treatment, ** ***** *** ****** ** **** ***** Dr Bareja explained that he administers classical homeopathic treatment in which the effect is fast. I am better now and want to recommend homeopathy to others also.Thanks a lot Dr Bareja !!!', 'Visited For Allergic Rhinitischild careI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeDr Chandervansh is a fantastic doctor. My kid was suffering from frequent cold and cough since a long time due to pollution in Delhi. I consulted Dr Chandervansh for his treatment and got fantastic results. My kids immunity has improved a lot since then.', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeI got to know about Dr Chander Vansh from my friend...His wife was taking treatment from Dr Chander...then i decided to give a try to homeopathy and met Dr Chander for my allergic asthma problem..he listened my problem carefully and started the treatment....Now...My allergic asthma is under control with his treatment...Thanks Dr Chander Vansh and Homeopathy', ""I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyBeing a fresher homoeopath i had several questions to which he was and has been very patient to answer he always explains n prescribes very patiently n tries to explain everything .His treatment has been very supportive in my father's case. His medication has helped my father so so much in swallowing in weakness and painI'm thankful to him and will always be.""]"

37,Dr. Jigyasa Wadhwa,"BHMS, MD - Homeopathy","AYUSHHomoeopath
12 Years Experience Overall","E-15/29, 1st Floor, Mandir Marg, Landmark: Opposite Aap Ki Rasoi Restaurant, Delhi","Mon - Wed, Fri - Sun",10:00 AM - 05:00 PM,95% (44 votes),₹1000,https://www.practo.com/delhi/doctor/dr-jigyasha-wadhwa-homeopath?practice_id=1118873&specialization=Homoeopath&referrer=doctor_listing,"['Visited For Skin Disease TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for money****** *** ** *** **** *********** ****** **** * **** **** *** *** i will also recommend others to definitely visit their clinic because its worthwhile.', 'Visited For Joint Pain TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueValue for moneyA doctor is considered as efficient in curing the disease and Dr. Dheeraj & Jigayasa both are very friendly and spend a substantial time with the patients to understand not only their physical pain but emotional angle as well.Their medication process is slow but highly effective in the long run to get rid of the pain/problem permanently.', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueDoctor is easily available on phone. Listens very patiently. Make us stress free. Explains things as such that a layman can understand. Definitely recommendable. Very satisfied to be in touch of such doctor.', 'Visited For Cough TreatmentI do not recommend the doctorHoped for better: Explanation of the health issueDoctor friendlinessWait timeTreatment satisfactionI am not at all satisfied .She has not explained me anything &has not given me the time too.My appointment time was 1:30 but she was busy somewhere else.My experience is not good & I have wasted my money .', 'Visited For Eczema TreatmentSkin Allergy TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyMy son Shaurya(11yrs) was suffering from severe eczema.. Thanks to Dr. Dheeraj Wadhwa for his proper explanation of disease, friendliness and treatment..', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueDoctor is really sweet in nature. One can easily tell her problem to a doctor without any hesitation. She listen problem with patience and provides medicine n tips.this is my second time visit to a doctor with hope that my daughter n I will completely cure in future. Hoping for the best.', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionWait timeI came to dr jigysa in 2017 . I was very disappointed wd inability to conceive. My fallopian tubes was blocked. I was advised iui by gynaecologists. Dr Jigyasa assured me dat i vl conceive wd homoeopathy nd it happened on 22 sept 18 _i was blessed wd baby boyThnx a lot dr jigyasa dr dheeraj wadhwa😘🥰', ""Visited For Infertility Evaluation / TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionI am very satisfied with the treatment and Jigyasa Mam's way of talking with the patient...she listens the problem very carefully and treats them."", ""Visited For Uterine Fibroid TreatmentHigh Blood PressureI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeI have complete faith in both the doctors. I'm leading a healthy and stress free life now. Both of them are our family doctors now."", 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeDr Jigyasa is very nice in xplaining my disease.Very happy wd d attitude of doctorAmbiance of clinic is divineStaff is not so polite.']"

38,Dr. Vishwajeet Singh,Doctor of Homeopathic Medicine (HMD),"AYUSHSexologist, Homoeopath, Sexologist (Homeopathy)
10 Years Experience Overall  (9 years as specialist)","#A-264, Landmark: Near Metro Pillar 760, Delhi",Mon - Sat,10:00 AM - 08:00 PM,,₹600,https://www.practo.com/delhi/doctor/vishwajeet-singh-homeopath?practice_id=811022&specialization=Homoeopath&referrer=doctor_listing,"['I recommend the doctorSuch an amazing experience , *** ****** ** **** ************* *** you will just talk to him and it feel so relaxing with his AdvisesThumbs up', 'I recommend the doctorHe is an Amazing Doctor and a Very dynamic human beingHe is always full of energy and motivation , he always give best advise and let you feel very comfortable', 'I recommend the doctorI was having many many confusions about online consultation , but I had an very amazing experience with doctor Vishwjit Singh , he talked very nicely and gave me many polite advicesI am very happy with his treatment ... thank you sir']"

39,Dr. Yogesh Sehgal,DHMS (Diploma in Homeopathic Medicine and Surgery),"AYUSHHomoeopath
30 Years Experience Overall","19A, Pocket A, Landmark: Near MTNL Exchange, Delhi",Mon - Fri,06:30 PM - 09:00 PM,,₹1700,https://www.practo.com/delhi/doctor/yogesh-sehgal-homeopath?practice_id=1142741&specialization=Homoeopath&referrer=doctor_listing,"['I recommend the doctorFirsr of all I must say Dr Sehgal is undoubtedly a great human being and very focused through personal.He cured my wife who had severely suffered from contractions in her small intestine since more than 10 years.I had a lot of acidic issue and my immune system was too weak which got cured within 2 years and I had stopped taking Pan Top D tablets which I was having since last 9 years.** ****** ** **** * *** ** ** *** I would strongly recommend all of you to see him for any kind of illness you may have or even for normal well being for your life.', 'I recommend the doctorIndia is lucky to have a doctor like Vedant Sehgal and Yogesh Sehgal. After consultation, I felt I would be taken care of *** ** ** *** ***** ** *** ** *** **** *********** The way they take care of their patients is extraordinary. Thank you so much doctor.', ""I recommend the doctorA very confident doctor **** ** ***** ********* ** *** ******** He possesses a quality which not many doctors have that is, he comes down to the patients level to explain him or her in a layman's language about the disease the patient is suffering from. His optimistic approach helps the patient in winning half the battle"", 'I recommend the doctorWell, it is not about his friendliness but his ability to understand the problems we are facing and provide right medecine.We rely completely on him for any of the health related issues in our family.', 'I recommend the doctorImmediate relief from disease & good care he go through full detail and listen carefully about disease he ask how & when the problem started']"

40,Dr. Geeta Rani Arora,BHMS,"AYUSHHomoeopath
18 Years Experience Overall","K-30B, Basement Kalkaji, Landmark: Opp. Balaji Estate, Delhi, Landmark: Opposite Balaji Estate , Delhi",Mon - Sat,10:30 AM - 02:00 PM,,₹1000,https://www.practo.com/delhi/doctor/dr-geeta-rani-arora-homeopath-1?practice_id=879637&specialization=Homoeopath&referrer=doctor_listing,"['I recommend the doctori took treatment for my mother and it helped her tremendously ,dr geeta also advised remedy for my sister. Chillblains which also was so helpful']"

41,Dr. Priyanka Sharma,BHMS,"AYUSHHomoeopath
16 Years Experience Overall","44A/14, GH-2, Ankur Apartments, Paschim Vihar, Landmark: Neo Convent School, Delhi",Mon - Sat,"11:00 AM - 01:00 PM
06:00 PM - 08:00 PM",,₹300,https://www.practo.com/delhi/doctor/priyanka-sharma-1-homeopath?practice_id=794252&specialization=Homoeopath&referrer=doctor_listing,['I recommend the doctorhad a very comforting experience with Dr. Priyanka Sharma for my lichen skin problem wherein allopaths has recommended.steroids as they have no other.option but in just 4 months I am cured totally.Dr. Priyanka Sharma repliedThank u Rahul for the appreciation...']

42,Dr. Seema Bali,"MD - Homeopathy, Certificate in Acupuncture, BHMS, Post Graduate Diploma in Acupuncture","AYUSHHomoeopath, Acupuncturist
37 Years Experience Overall  (36 years as specialist)","Number 34/29 ., Delhi",Mon - Sun,"09:00 AM - 02:00 PM
05:00 PM - 09:00 PM",92% (101 votes),,https://www.practo.com/delhi/doctor/dr-seema-bali-2-1?practice_id=1326954&specialization=Homoeopath&referrer=doctor_listing,"['Visited For Laser Hair Removal - FaceElectrotherapyI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeI am taking treatment for Unwanted Hair Removal. I have come from Pune specially to Delhi just to take this treatment. Dr Seema Bali is a very very simple doctor. I could have taken the treatment in Pune also but I came here because when I saw her on Youtube, I had an intuition that I can only get cured by her. Now after taking the treatment I am very happy and I know I will get cured. I am taking treatment for hairs on my cheeks. I am having 2-3 friends also with same problem and I am bringing them for this treatment next time I am visiting Delhi.', ""Visited For AlopeciaI recommend the doctorMy name is Pragya. I had Alopecia since 10 years. My brother saw Dr Seema Ball's show on TV 2 years back. Came from Gorakhpur to Ghaziabad after seeing her show on Care World. I come here 3-4 times in a year. Mam calls me every month but reservation is a problem from Gorakhpur so I manage to come 4 times a year and follow medicines and diet charge given by her at home. I can say that I am really happy with the treatment as I can say almost half of problem is improved. I take 3 sessions of Acupuncture, Shirodhara and High Frequency session on my hair Everytime. Rest I am very disciplined with diet and medicines. I have not missed my medicine even on a single day."", 'I recommend the doctorHappy with: Treatment satisfactionEarlier i used to get my chin wax but gradually i realised that the hair growth is incresing day by day then i thought of getting a permanent hair removal procedure. my dad then google for some permanent hair removal procedure near our locality then he found about valeda which assures of the positive results what do you make to do is just follow the medication and have faith in their treatment here i am more than satisfied with result my hair growth has actually reduced a lot. thanx to Dr Seema Bali and the whole staff of Valeda for helping me out of this problem', 'I recommend the doctorHappy with: Treatment satisfactionI was suffering from unwanted hairs on face since 6-7 yrs. especially on my cheeks and chin. When I came in 12th class I was disturbed due to my weird facial hairs then I went to the dermatologist for my problems they gave me ointment of skin hairs to apply after which the hard hairs began to come and after that I went to the beauty parlour to get rid of these hairs from thread.I had absolutely left the hope then I saw the Youtube video of Dr.Seema Bali in which she was told about permanent treatment of unwanted hairs. I found a lot of relief in the treatment of one month hair on my face is very low and now I am getting this treatment which will continue for some time.I am very thankful to VALEDA SKIN AND HAIR WELLNESS CENTRE.', 'Visited For Allergic Rhinitischild careI do not recommend the doctorHoped for better: Value for moneyExplanation of the health issueTreatment satisfactionI was there for my baby’s treatment, it was a normal/general check up to identify measles decease but it was an allergy.She also has some birth mark which needs to be discussed.Also my wife consulted her for her unwanted hair treatment.Dr. Don’t bother to discuss our concern area except they are using a single statement “please follow our instructions.”Concern area-Measles * **** ****** ****** ** ***** ** ******** ** said it’s allergy don’t know why?Pimples on Body - they give their own product “massage oil & cream.Birth Marks - Same as above to apply oil & soft cream. While they confirm this cannot be disappear.Swelling on back side of Head - Dr. said it’s normal.They don’t have any reason to answer on any point.Wife was just consulting for her unwanted hair - the instantly operate it without any confirmation of their term & condition. They proceed for check up.The complete charges of above treatment is 4250 Rs. Where they charge 2000 Rs for my wife consultation. They didn’t give proper billing information.One baby oil, one Baby massage, 4- wrapped medicine in paper (Homeopathy), one lotion for wife, One cream,& few medicine for my wife.****** *** **** ******* ** **** ***** ********* * ******* ****** **** ** ******* ************** ******** *** **** **** ** ****** ***** ** *****', 'I recommend the doctorHappy with: Treatment satisfactionMy Name is Atul Sharma and i am 23years old ,i was suffering from Leucoderma from last 10 years and i used allopathic and homeopathic treatment for more than 8years with no results.3years before i was in hedegwar hospital than i met with dr seema bali there and from that day i m continuously following all her instructions and taking all medicines on time .now there is 30% improvement .', 'I recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionValue for moneyI am fozia from Vinod Nagar Delhi and I was suffering from white patches on lips and hands from last 5-6 years . one year before I was in Hedegwar Hospital then I met with Dr Seema Bali there and then I came under her medications and from that day I am continuously following all her instructions and taking all medicines on time.Now my white patches problem is *** resolved and I just started hairfall treatment from Valeda.', ""I recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionExplanation of the health issueHey guys , this is Pankaj kunar from noida up,i was facing psoriasis problem from last 16-17 years and now i am using Dr Seema Bali's treatment from last 2 years and there is a very good improvement in my problem .Thank you Dr Seema Bali and there supportive team .Dr. Seema Bali repliedWe had used very specific and high end treatment for your case. This is another miracle cure case through homoeopathy which demonstrates how homoeopathy is best mode for skin ailments. You had been a regular patient and I am very hopeful that now for your hairfall also you will see such results."", 'I recommend the doctorHappy with: Treatment satisfactionDoctor friendlinessHii,I am ranjana I was facing sever hair fall since 1to 2years.I consulted to Dr Seema Bali for my problem she given me medicine and external application for the problem. I start finding improvement in the problem with in 20day. I am very satisfied with the treatment. Thank you Dr Seema Bali.Dr. Seema Bali repliedThank you Ranjana for your acknowledgement. Regularly follow the medicines still as you have to complete the course even after getting fast results.', ""I recommend the doctorHappy with: Treatment satisfactionDoctor friendlinessHi this is Rajesh from Delhi , I am using Dr Seema Bali's pigmentation treatment from last 1 month. I can see good improvement in my problem now. I am continuously following all their instructions and guidelines. Thank you Dr Seema Bali and your whole team.Dr. Seema Bali repliedMr Rajesh you were very regular and disciplined in follow up. Pigmentation takes lot of time to show result. But it is your regularity that showed such rapid results. Thank you for the feedback""]"

43,Dr. Rinkush Budhiraja,BHMS,"AYUSHHomoeopath
23 Years Experience Overall","BB-12A, West Shalimar Bagh, Landmark: Opposite Minakshi Mandir, Delhi",Mon - Sat,"11:00 AM - 03:00 PM
04:30 PM - 06:30 PM",99% (103 votes),₹1000,https://www.practo.com/delhi/doctor/dr-rinkush-budhiraja-homeopath?practice_id=1131429&specialization=Homoeopath&referrer=doctor_listing,"['I recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionValue for moneyThe welcoming nature that a patient receives at his end is just exactly what a patient in suffering is desperately looking for. And this repeatedly happens **** **** ** ** ** ********** ** ******* ** **** ********** I pity on the plight of those who are suffering and still have not reached him , as it was with me few years back. Only that he can not fast forward the time to cure you in minutes. The humble attitude towards all his patients surprisingly remind me of some not so friendly doctors that I had been to. MAY GOD BLESS HIM.... ALWAYS.', 'Visited For Arthritis TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeHe was very friendly and knows ways how to make one comfortable and gives the assurance that the patient is in good hands. It was my first visit however the assurance that he gave me that I will recover in time, with that level of confidence made me satisfied and happy.I’m now just waiting to hopefully recover my illness as I’m in good hands.', ""I recommend the doctorThe doctor is very good,i recomend every one to go there.After my birth i suffered from various diseases and no doctor in delhi and chandigarh accepted to treat me...DR RINKUSH was the one who accepted my problem nd now i m totally fine with god and DR RInkush's grace..."", 'I recommend the doctor*** ******* ** *** ** *** **** ******* * **** **** ******..he is very empathetic towards his patients..listens to the problems carefully go to the root cause and then gives the medicine..just by talking to him you will be comfortable n confident enuf that the problem will be solved.. thumbs up to u doc..', 'I recommend the doctorI was recommended for operations for both my problems by allopathic doctors.. but thanks to Dr. Rinkush I am cured and that too in the best minimum time', 'I recommend the doctorHappy with: Treatment satisfactionOne single word can explain him..ANGEL..Most efficient Dr.I hav met ..he is most reliable trustworthy doc. ****** ******** * *** **** ******** *** *** *********I m sure no one find Dr of his calliber ...God bless him n his family...regards', ""Visited For Acidity TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeExperienced doctor who care for people and don't misguide people tell people actual problem thanks a lot who take care of me"", ""I recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionVery good.* ********** *** ****** *** ********* ** ***********Even my son's cold got better in just two days and that too without the use of antibiotics."", 'I recommend the doctorHappy with: Treatment satisfactionDoctor friendlinessValue for moneyExplanation of the health issueWait timeExtremely satisfactory experience **** ********* * **** ********* ** has helped me nd my family a lot in overcoming many of our health issues with much ease.', 'I recommend the doctor**** ** * **** ***** ** understands the problems listens to the problems is punctual in short a very nice dr']"

44,Dr. Junaid Alam,BHMS,"AYUSHHomoeopath
16 Years Experience Overall","Shop Number 4, Paryavaran Complex, IGNOU Road, South of Saket, Landmark: Near Bikaner Sweets, Delhi",Mon - Sat,"10:30 AM - 01:00 PM
06:00 PM - 09:00 PM",100% (64 votes),₹300,https://www.practo.com/delhi/doctor/dr-junaid-alam?practice_id=1131736&specialization=Homoeopath&referrer=doctor_listing,"['I recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionValue for money**** **** **** ********* ********** he is good personGood behaviourGood atmosphereComfortable provide good suggestions', 'Visited For Skin infectionsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeI have visited so many doctors but no one was able to cure insted reminded test which was waise of money.Dr Junaid understood my problem at first visit and just gave me medecine which helped me..now i am fully recovered thanks to Dr Junaid.', 'Visited For Osteoarthritis TreatmentCough TreatmentI recommend the doctorHappy with: Treatment satisfaction', 'Visited For chronic complaintsI recommend the doctorHappy with: Wait timeListens to the patient attentively n communicates with him properly .He makes the patient comfortable n explains him the probable causes of the disease n the line of action for the treatment. With this the patient gets satisfaction n takes the medicine properly/ regularly. In my case the treatment has been very effective n i am much better', ""Visited For Homeopathic TreatmentsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeThe services that I receive from Dr. Junaid is excellent. His sharpness to diagnose the problem of patient and accordingly prescribing the suitable medicine is really appreciated and I recommend all others who wish to take homeopathic treatment. I personally get his treatment of skin infection and cough treatment ** **** **** ********** **** ** **** ********** ** **** ******** So don't hesitate to go and get the treatment from Dr. Junaid"", 'Visited For Cough TreatmentI recommend the doctorHappy with: Treatment satisfactionAn excellent and satisfactory treatment.Sir has confidence in his treatment which is very much important ,specially in this profession.l have suggest many patient for his treatment and everyone was satisfied.Thank you Sir', 'I recommend the doctorHappy with: Doctor friendlinessTreatment satisfactionValue for moneyAs human, he is a very good person., deals with patients is very politely. His Selection of medicine is perfect.', 'I recommend the doctorHappy with: Doctor friendlinessValue for moneyWait timeExplanation of the health issueHi,It was great meeting Dr. Junaid Alam, hewas very friendly in nature *** ****** **** ********* ***** ********** *********** he communicated very well about the problem and prescribed medicines after listening all the problems thoroughly. I surely going to recommend Dr. Junaid Alam to my family and friends. Keep it up Sir....👍👍', 'Visited For Joint Pain TreatmentI recommend the doctorHappy with: Treatment satisfactionIt was very good experience n dr. Is very helping natureTreatment is also very helpful for usHighly recommend to everyone 👍', 'I recommend the doctorHappy with: Treatment satisfactionIt was a very good experience.. the medicines are very effective.... the results are very positive.']"

45,Dr. Priyanka M. Tiwari,BHMS,"AYUSHHomoeopath
12 Years Experience Overall","PVW-1, Concorce Pachim Vihar West Metro Station, Landmark: WIthin Metro Station, Delhi",Mon - Sat,"10:30 AM - 01:00 PM
05:00 PM - 07:30 PM",100% (47 votes),₹350,https://www.practo.com/delhi/doctor/dr-priyanka-mishra-tiwari-homeopath?practice_id=684396&specialization=Homoeopath&referrer=doctor_listing,"['Visited For Gastrointestinal ProblemsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueValue for moneyMy wife is suffering from chronic lever disease (SPLEENOMEGALY GRADE III).Treatment is going as per the procedure.latest report is satisfactory with recovering acute hepatitis. It will take time but we are sure it will be cure under the supervision & guidance of Dr. PRIYANKA.Tks./ regardsVikramDr. Priyanka M. Tiwari repliedThank you so much Vikram ji and Neetu ji.... Stay healthy and happy you all🙏🙏', 'Visited For Acidity TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyVery good experience , treatment satisfaction, value of money, explanation of the health issues, effective treatment', 'Visited For Hair LossI recommend the doctorSuitable place for Hair Fall treatment.I Get instant relif just after 2 week of treatment. Proper history taking is very good.', 'Visited For ConstipationI recommend the doctorShe is very talented doctor she listen my problems thoroughly and prescribed me medicine .also gave me food chart', 'Visited For menstrualI recommend the doctorHappy with: Treatment satisfactionDoctor friendlinessExplanation of the health issueValue for moneyWait timeShe listens so patiently and thoroughly examines your issue. You will get the ********* medicines and so many good vibes. I hope every doctor is like her.Dr. Priyanka M. Tiwari repliedThank u so much parthavi.... Stay healthy and happy 🌺 Regards', ""Visited For ConsultantI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionIt's vary good experience she is vary friendly.she gives good advice *** **** ******** ***** * ** ********* *Dr. Priyanka M. Tiwari repliedThank you so much for your valuable feedback... Stay healthy and happy 🌺🌺 Regards"", 'Visited For Acidity TreatmentI recommend the doctorHappy with: Doctor friendlinessWait timeValue for moneyTreatment satisfactionExplanation of the health issueI m very happy with my treatment, her suggestions,, i would highly recommend dr priyanka tiwari mam.... Thanks for your kind wordsDr. Priyanka M. Tiwari repliedThank you so much for your valuable feedback 🌺🌺 Stay healthy and happy 💐 Regards', 'Visited For Cough TreatmentI recommend the doctorHappy with: Explanation of the health issueValue for moneyDoctor friendlinessTreatment satisfactionDoctors have friendly behaviour**** *** ************* *** capable enough to cure any disease.I prefer everyone to visit here.Dr. Priyanka M. Tiwari repliedThank you so much for your valuable feedback.. Stay healthy and happy Regards', 'I recommend the doctorHappy with: Doctor friendlinessi fell good after meet dr priyanka m tiwari because before meeting to doctor i have some issues related to hair problem but now my all issues are solvedDr. Priyanka M. Tiwari repliedThank you so much kirandeep ji... Stay healthy and happy', 'Visited For chronic complaintsI recommend the doctorHappy with: Explanation of the health issueI feel weakness and mild fever and contineous hippus after us diagnose for enlarged spleen .doctor create confidence for tretment and instantly recovered from hiccups and progressively recovered for enlarged spleen after 3 months.we consult this doctor for our any helth problem for family .we have full confidence for this doctor.']"

46,Dr. Nisha Sethi,BHMS,"AYUSHHomoeopath
34 Years Experience Overall","G-171, Pushkar Enclave, Delhi",Mon - Fri,"10:30 AM - 01:00 PM
06:00 PM - 08:00 PM",,₹650,https://www.practo.com/delhi/doctor/dr-nisha-sethi-homeopath?practice_id=1140755&specialization=Homoeopath&referrer=doctor_listing,"[""I recommend the doctorSharp, quick to get to the root of problem and provide solution! Dr Sethi's recommendations always work wonders and heals me in no time :)"", 'I recommend the doctorVery cooperative and helpful She was always there to help and explain things. Very satisfied that she is always there', 'I recommend the doctorVery helpful calm and composed.Had a consultative approach which is a rare quality these days.I had a great time interacting with her as she was very comforting.Dr. Nisha Sethi repliedThanks', ""I recommend the doctor**** ****** *** above all very good human being. Dr Nisha not only provide medicine but also provide moral and positive support. This kind of great gesture is very helpful for any patient to recover faster and bounce back to normal life. Thank you ma'am. Highly recommended!!!"", 'I recommend the doctorI am very grateful to doctor.she is very calm.and her medicine are always helpful for me.i must say one should visit to her if he or she has any medical problem as she is experienced in her respective area.Dr. Nisha Sethi repliedThanks', 'I recommend the doctor****** **** **** ** **********Dedication towards patient is aswome and also very kind.Her prescribed medicine work for me.', 'I recommend the doctorReally appreciate the way doctor was patiently listening to my concerns, otherwise its difficult to describe your issues and that too with doctors hurrying through it these days.A big thumbs up for her.Dr. Nisha Sethi repliedThank you.', 'I recommend the doctor*** ** ************** caring and helpful explained solution nicely i will recommend to others to consult to thus drDr. Nisha Sethi repliedThank you so much for your feedback 😊']"

