,age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
15941,43,12,2,4,2,2,2,3,1,329,2,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
15942,38,2,3,4,1,1,1,3,4,192,1,999,1,2,-1.8,92.893,-46.2,1.327,5099.1,0
15943,27,2,2,3,1,1,2,4,1,176,4,999,0,3,1.4,94.465,-41.8,4.865,5228.1,0
15944,42,1,2,4,2,1,1,6,1,76,4,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
15945,47,1,2,4,2,1,1,8,5,437,1,999,1,2,-1.1,94.601,-49.5,0.972,4963.6,1
15946,46,2,2,1,2,1,1,5,4,107,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
15947,31,8,1,7,3,3,1,9,5,83,1,999,0,3,-0.1,93.2,-42.0,4.021,5195.8,0
15948,46,1,2,4,2,1,2,3,2,723,2,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
15949,30,2,2,3,1,1,1,3,2,52,3,999,0,3,-1.8,92.893,-46.2,1.291,5099.1,0
15950,43,2,2,2,1,1,1,2,1,87,2,999,1,2,-1.8,93.075,-47.1,1.405,5099.1,0
15951,38,10,2,4,2,1,1,6,4,452,3,999,0,3,1.4,93.444,-36.1,4.968,5228.1,0
15952,49,2,2,1,1,1,2,4,5,190,4,999,0,3,1.4,94.465,-41.8,4.967,5228.1,0
15953,32,1,1,7,2,1,2,4,4,186,1,999,0,3,1.4,94.465,-41.8,4.958,5228.1,0
15954,34,11,1,4,1,1,2,3,3,127,8,999,0,3,-1.8,92.893,-46.2,1.281,5099.1,0
15955,39,1,2,7,2,1,1,2,5,73,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
15956,34,1,1,7,2,1,1,6,1,55,1,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
15957,45,2,3,1,1,1,1,5,3,87,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
15958,47,2,3,1,1,1,2,4,1,140,3,999,0,3,1.4,94.465,-41.8,4.865,5228.1,0
15959,33,2,1,1,2,1,1,3,2,184,1,999,0,3,-1.8,92.893,-46.2,1.291,5099.1,0
15960,36,10,2,7,3,3,1,7,4,1334,2,999,0,3,-1.1,94.199,-37.5,0.879,4963.6,1
15961,83,6,3,1,2,2,1,9,2,112,1,999,0,3,-3.4,92.649,-30.1,0.716,5017.5,0
15962,27,11,2,3,1,1,2,5,2,200,1,999,0,3,1.4,93.918,-42.7,4.955,5228.1,0
15963,32,2,2,1,1,1,2,4,1,188,2,999,0,3,1.4,94.465,-41.8,4.961,5228.1,0
15964,25,10,1,7,2,2,2,4,4,128,2,999,0,3,1.4,94.465,-41.8,4.866,5228.1,0
15965,39,2,2,2,1,1,2,3,3,181,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
15966,47,5,3,7,1,1,2,3,2,198,2,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
15967,35,10,2,7,3,3,1,6,2,117,1,999,0,3,-2.9,92.201,-31.4,0.859,5076.2,0
15968,76,6,2,1,2,1,1,6,5,345,2,999,0,3,-2.9,92.201,-31.4,0.881,5076.2,1
15969,50,1,1,7,2,1,1,9,2,123,1,999,1,2,-0.1,93.2,-42.0,4.153,5195.8,0
15970,60,4,2,1,2,1,1,5,4,503,2,5,2,1,-2.9,92.469,-33.6,1.072,5076.2,1
15971,29,1,1,7,1,1,1,6,5,289,2,999,0,3,-2.9,92.201,-31.4,0.881,5076.2,1
15972,28,8,2,4,2,1,2,5,4,115,4,999,0,3,1.4,93.918,-42.7,4.968,5228.1,0
15973,32,1,1,7,1,2,1,6,1,78,2,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
15974,36,2,2,1,2,1,1,3,2,192,2,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,0
15975,36,5,2,7,2,1,1,6,5,100,1,999,0,3,-2.9,92.201,-31.4,0.881,5076.2,0
15976,39,11,1,7,1,2,2,3,3,243,1,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
15977,64,6,2,7,1,1,1,1,2,139,2,6,1,1,-1.8,93.369,-34.8,0.652,5008.7,1
15978,37,1,2,4,2,1,1,3,2,188,4,999,1,2,-1.8,92.893,-46.2,1.291,5099.1,0
15979,28,8,2,4,3,3,1,5,4,81,4,999,0,3,1.4,93.918,-42.7,4.968,5228.1,0
15980,47,1,2,4,2,1,1,2,3,903,2,999,1,2,-1.8,93.075,-47.1,1.415,5099.1,1
15981,49,10,2,3,1,1,2,3,1,1467,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,1
15982,37,1,1,7,2,2,1,6,4,71,4,999,0,3,1.4,93.444,-36.1,4.962,5228.1,0
15983,46,2,2,8,1,1,2,3,5,67,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
15984,77,6,2,8,2,1,1,9,5,193,1,3,1,1,-3.4,92.649,-30.1,0.714,5017.5,1
15985,36,2,2,3,2,1,1,3,3,181,1,999,0,3,-1.8,92.893,-46.2,1.334,5099.1,0
15986,31,1,2,7,2,1,1,5,3,101,3,999,0,3,1.4,93.918,-42.7,4.957,5228.1,0
15987,44,2,2,2,1,1,1,6,1,67,2,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
15988,49,3,2,7,2,1,2,3,5,142,2,999,0,3,1.1,93.994,-36.4,4.864,5191.0,0
15989,28,1,1,7,1,1,1,6,5,262,1,4,2,1,-2.9,92.201,-31.4,0.881,5076.2,1
15990,26,1,1,7,2,2,1,8,3,261,1,999,0,3,-1.1,94.601,-49.5,0.959,4963.6,0
15991,31,2,2,3,1,1,1,3,4,134,2,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,0
15992,44,8,3,4,2,1,2,3,5,115,2,999,0,3,1.1,93.994,-36.4,4.855,5191.0,0
15993,53,7,2,3,2,1,1,9,1,62,1,999,0,3,-0.1,93.2,-42.0,4.191,5195.8,0
15994,33,10,2,6,2,1,1,6,1,169,1,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
15995,22,10,1,8,1,1,1,3,2,192,1,3,1,1,-1.8,92.893,-46.2,1.266,5099.1,1
15996,41,8,2,4,1,1,1,1,3,396,2,999,0,3,-1.8,92.843,-50.0,1.778,5099.1,1
15997,51,5,2,1,2,1,2,4,1,124,2,999,0,3,1.4,94.465,-41.8,4.96,5228.1,0
15998,47,1,2,7,1,2,2,4,2,24,1,999,0,3,1.4,94.465,-41.8,4.961,5228.1,0
15999,29,8,2,3,2,1,1,5,5,1389,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
16000,32,10,1,6,2,1,1,3,5,212,3,999,0,3,-1.8,92.893,-46.2,1.25,5099.1,0
16001,54,10,2,6,2,1,2,4,3,80,6,999,0,3,1.4,94.465,-41.8,4.864,5228.1,0
16002,31,1,1,7,2,1,1,9,4,124,1,999,0,3,-0.1,93.2,-42.0,4.076,5195.8,0
16003,56,8,2,4,2,1,2,4,3,75,14,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
16004,45,1,2,4,2,1,1,8,3,1092,1,999,0,3,-3.4,92.431,-26.9,0.724,5017.5,0
16005,53,5,2,7,1,1,1,6,1,313,4,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
16006,48,10,3,6,2,1,2,5,3,216,7,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
16007,35,10,2,6,1,1,2,4,3,1528,2,999,0,3,1.4,94.465,-41.8,4.962,5228.1,1
16008,38,5,2,7,2,1,1,3,2,111,2,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,0
16009,42,5,3,7,1,1,2,3,4,279,9,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
16010,31,8,1,4,2,1,1,3,3,234,1,999,0,3,-1.8,92.893,-46.2,1.334,5099.1,0
16011,34,1,2,7,2,1,1,6,4,114,5,999,0,3,1.4,93.444,-36.1,4.962,5228.1,0
16012,38,1,1,7,2,1,2,4,2,42,1,999,0,3,-2.9,92.963,-40.8,1.099,5076.2,0
16013,30,1,3,4,1,1,1,9,4,418,3,999,0,3,-0.1,93.2,-42.0,4.076,5195.8,0
16014,56,7,2,7,2,1,1,2,1,222,1,999,1,2,-1.8,93.075,-47.1,1.405,5099.1,0
16015,42,6,2,6,2,1,2,4,3,142,17,999,0,3,1.4,94.465,-41.8,4.962,5228.1,0
16016,35,2,3,3,1,1,2,4,1,138,4,999,0,3,1.4,94.465,-41.8,4.961,5228.1,0
16017,34,10,2,6,2,1,1,8,3,442,2,8,1,1,-3.4,92.431,-26.9,0.735,5017.5,1
16018,36,10,2,6,1,1,2,3,3,246,4,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
16019,40,10,2,6,2,1,1,6,2,109,2,999,0,3,1.4,93.444,-36.1,4.968,5228.1,0
16020,36,1,1,7,2,1,1,7,5,100,2,999,0,3,-3.4,92.379,-29.8,0.773,5017.5,1
16021,42,10,2,6,1,1,1,3,1,377,1,999,0,3,-1.8,92.893,-46.2,1.264,5099.1,1
16022,31,10,2,7,2,1,1,3,4,432,1,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,0
16023,42,3,1,8,1,1,1,5,3,295,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
16024,32,5,2,2,2,1,2,3,4,490,3,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
16025,31,1,2,7,1,1,2,5,1,7,1,999,0,3,-1.7,94.215,-40.3,0.889,4991.6,0
16026,44,10,2,6,1,1,2,3,4,203,1,999,0,3,1.1,93.994,-36.4,4.855,5191.0,0
16027,46,11,2,6,2,1,2,3,3,219,4,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
16028,40,2,2,1,1,1,1,3,5,77,1,999,0,3,-1.8,92.893,-46.2,1.313,5099.1,0
16029,59,4,2,1,1,1,1,5,2,483,2,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
16030,44,1,2,4,1,1,2,5,3,100,3,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
16031,48,2,2,1,1,1,1,6,2,134,7,999,0,3,1.4,93.444,-36.1,4.966,5228.1,0
16032,48,5,2,7,2,1,1,6,2,189,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
16033,33,7,2,7,1,1,2,3,2,367,5,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
16034,34,1,2,7,1,2,1,3,3,72,4,999,1,2,-1.8,92.893,-46.2,1.281,5099.1,0
16035,55,12,2,8,2,1,1,6,4,60,4,999,0,3,1.4,93.444,-36.1,4.962,5228.1,0
16036,34,10,2,4,1,1,1,6,2,76,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
16037,56,10,2,4,1,1,1,2,1,119,2,999,0,3,-1.8,93.749,-34.6,0.642,5008.7,0
16038,42,8,3,4,2,2,1,5,2,148,14,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
16039,35,1,2,7,2,1,1,4,2,385,1,5,1,1,-1.7,94.055,-39.8,0.761,4991.6,0
16040,34,8,1,4,1,1,1,2,5,707,1,999,2,2,-1.8,93.075,-47.1,1.405,5099.1,0
16041,58,10,3,3,1,1,1,9,4,178,1,999,0,3,-0.1,93.2,-42.0,4.076,5195.8,0
16042,49,4,2,1,2,1,1,6,1,211,4,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
16043,41,10,1,7,2,1,1,6,2,87,3,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
16044,32,3,2,1,2,1,1,9,3,547,7,999,0,3,-0.1,93.2,-42.0,4.12,5195.8,0
16045,40,7,1,7,1,2,1,4,3,54,4,999,0,3,-2.9,92.963,-40.8,1.244,5076.2,0
16046,41,2,2,3,2,1,1,9,1,238,1,999,0,3,-0.1,93.2,-42.0,4.191,5195.8,0
16047,28,7,1,7,2,2,1,4,1,187,2,999,0,3,-2.9,92.963,-40.8,1.266,5076.2,0
16048,32,5,2,7,2,1,1,6,1,73,1,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
16049,57,6,3,7,2,1,2,9,2,21,1,999,0,3,-0.1,93.2,-42.0,4.7,5195.8,0
16050,46,2,2,1,1,1,1,6,3,293,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
16051,29,8,2,4,2,1,1,5,1,94,1,999,0,3,1.4,93.918,-42.7,4.96,5228.1,0
16052,55,1,2,4,1,1,1,5,1,168,1,999,0,3,1.4,93.918,-42.7,4.96,5228.1,0
16053,33,8,1,7,2,1,1,8,1,252,2,3,2,1,-1.1,94.601,-49.5,0.977,4963.6,1
16054,34,12,2,1,2,1,2,3,2,267,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
16055,57,2,2,3,2,1,1,5,2,106,2,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
16056,32,10,2,6,3,3,1,4,1,210,2,999,1,2,-2.9,92.963,-40.8,1.266,5076.2,1
16057,35,5,3,7,3,3,1,6,1,66,2,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
16058,28,2,2,3,1,1,1,3,4,92,1,999,1,2,-1.8,92.893,-46.2,1.266,5099.1,0
16059,33,1,1,7,1,1,1,5,2,110,2,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
16060,41,8,1,7,2,1,1,6,5,142,1,4,2,1,-2.9,92.201,-31.4,0.881,5076.2,1
16061,30,8,1,4,1,2,1,5,3,237,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
16062,36,2,2,3,1,1,1,5,3,157,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
16063,31,3,1,7,2,1,1,9,4,228,1,999,0,3,-0.1,93.2,-42.0,4.076,5195.8,0
16064,41,1,1,4,1,1,1,2,5,68,3,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
16065,53,10,3,4,1,1,1,9,4,290,2,999,0,3,-0.1,93.2,-42.0,4.076,5195.8,0
16066,46,10,1,3,1,1,1,2,4,385,2,999,1,2,-1.8,93.075,-47.1,1.435,5099.1,0
16067,28,8,2,4,2,2,1,3,4,189,1,999,1,2,-1.8,92.893,-46.2,1.266,5099.1,0
16068,51,8,2,8,1,1,1,6,5,547,3,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
16069,36,2,1,4,2,1,2,2,4,668,3,999,1,2,-1.8,93.075,-47.1,1.41,5099.1,0
16070,34,1,1,7,1,1,1,5,2,149,4,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
16071,50,10,1,7,2,1,1,6,4,350,2,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
16072,38,10,2,7,1,1,1,1,2,261,1,999,0,3,-1.8,92.843,-50.0,1.687,5099.1,1
16073,77,6,2,1,2,1,1,7,4,190,1,999,0,3,-1.1,94.199,-37.5,0.879,4963.6,1
16074,28,8,1,4,2,1,1,3,2,178,4,999,0,3,-1.8,92.893,-46.2,1.291,5099.1,0
16075,29,1,1,4,2,1,2,3,4,362,3,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
16076,50,2,2,6,2,1,1,3,4,157,1,999,1,2,-1.8,92.893,-46.2,1.327,5099.1,0
16077,26,1,1,4,2,1,2,3,5,448,2,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
16078,35,12,2,3,2,2,2,3,4,20,1,999,0,3,1.1,93.994,-36.4,4.855,5191.0,0
16079,65,6,2,7,1,1,1,2,3,124,2,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,1
16080,33,2,2,3,2,1,2,4,3,15,1,999,2,2,-1.7,94.055,-39.8,0.727,4991.6,0
16081,56,8,2,4,2,1,1,3,1,520,2,999,0,3,-1.8,92.893,-46.2,1.354,5099.1,0
16082,39,1,2,4,1,1,1,5,1,367,2,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
16083,36,10,2,4,2,1,1,6,1,67,1,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
16084,51,2,2,1,2,1,2,3,3,263,6,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
16085,32,2,2,4,1,1,1,9,1,348,1,999,0,3,-0.1,93.2,-42.0,4.191,5195.8,0
16086,36,1,2,7,2,1,1,5,2,716,5,999,0,3,1.4,93.918,-42.7,4.962,5228.1,1
16087,30,1,1,4,2,1,1,3,1,153,1,999,0,3,-1.8,92.893,-46.2,1.244,5099.1,0
16088,36,3,2,8,2,1,1,5,1,44,3,999,0,3,1.4,93.918,-42.7,4.96,5228.1,0
16089,47,2,1,8,2,1,1,5,2,213,5,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
16090,42,2,2,2,1,1,2,3,3,287,1,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
16091,31,10,1,6,1,1,1,6,4,511,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
16092,51,2,2,3,2,1,1,2,5,35,1,999,1,2,-1.8,93.075,-47.1,1.405,5099.1,0
16093,46,8,2,4,1,1,1,2,3,325,2,999,0,3,-1.8,93.075,-47.1,1.445,5099.1,0
16094,33,8,3,4,1,1,2,3,3,201,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
16095,33,2,2,4,1,1,1,2,1,207,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
16096,39,11,3,7,1,1,1,6,2,307,1,999,0,3,1.4,93.444,-36.1,4.968,5228.1,0
16097,39,10,1,6,1,1,1,5,1,690,3,999,0,3,1.4,93.918,-42.7,4.96,5228.1,0
16098,36,8,2,4,1,2,2,3,2,1590,2,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
16099,46,1,1,7,2,1,2,3,5,135,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
16100,36,8,1,3,2,1,1,3,5,293,3,999,1,2,-1.8,92.893,-46.2,1.313,5099.1,0
16101,29,1,2,7,2,1,1,6,5,58,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
16102,41,1,1,7,1,1,2,3,2,266,4,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
16103,31,10,1,7,2,1,1,3,4,259,4,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,0
16104,53,2,2,3,1,1,1,9,3,137,1,999,0,3,-0.1,93.2,-42.0,4.12,5195.8,0
16105,41,10,2,6,1,1,1,4,2,160,2,999,0,3,-2.9,92.963,-40.8,1.262,5076.2,1
16106,42,1,2,8,1,1,1,2,5,42,3,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
16107,41,1,3,7,1,1,1,6,2,117,3,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
16108,53,8,3,3,2,1,1,5,5,503,2,999,0,3,1.4,93.918,-42.7,4.957,5228.1,0
16109,37,11,2,4,1,1,2,3,2,56,3,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
16110,33,8,2,3,1,2,1,3,2,277,1,999,0,3,-1.8,92.893,-46.2,1.291,5099.1,0
16111,52,7,2,1,1,1,2,4,4,60,1,999,0,3,1.4,94.465,-41.8,4.866,5228.1,0
16112,34,1,1,4,1,1,1,3,5,15,9,999,0,3,-1.8,92.893,-46.2,1.25,5099.1,0
16113,39,10,2,4,2,1,1,5,4,404,1,999,0,3,1.4,93.918,-42.7,4.968,5228.1,0
16114,38,10,1,7,2,2,1,3,3,606,3,999,0,3,-1.8,92.893,-46.2,1.334,5099.1,1
16115,32,1,1,4,2,2,1,3,2,209,2,999,0,3,-1.8,92.893,-46.2,1.291,5099.1,0
16116,77,6,2,8,2,2,1,3,5,318,3,999,0,3,-1.8,93.876,-40.0,0.684,5008.7,0
16117,45,2,2,3,2,1,2,3,3,246,2,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
16118,35,10,2,6,2,2,2,3,3,427,1,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
16119,23,5,1,7,2,1,1,2,2,56,2,999,0,3,-1.8,93.075,-47.1,1.384,5099.1,0
16120,30,10,1,3,1,1,1,4,1,93,1,12,1,1,-2.9,92.963,-40.8,1.266,5076.2,0
16121,47,1,1,7,1,1,1,6,1,549,1,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
16122,47,2,2,1,2,1,2,3,2,133,12,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
16123,37,2,1,4,1,1,2,3,3,332,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
16124,26,2,1,3,1,1,2,3,5,204,4,999,0,3,1.1,93.994,-36.4,4.864,5191.0,0
16125,36,2,2,3,1,1,1,6,1,153,2,999,1,2,-2.9,92.201,-31.4,0.884,5076.2,0
16126,41,7,2,7,1,1,1,6,1,173,2,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
16127,25,1,1,4,2,1,1,5,4,189,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
16128,33,10,2,7,2,1,2,3,2,120,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
16129,53,7,2,7,2,1,2,3,3,232,1,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
16130,29,8,2,4,1,2,1,3,3,747,2,999,1,2,-1.8,92.893,-46.2,1.281,5099.1,1
16131,57,4,3,4,1,2,2,4,3,230,4,999,0,3,-2.9,92.963,-40.8,1.26,5076.2,0
16132,29,8,2,4,1,1,2,4,2,81,5,999,0,3,1.4,94.465,-41.8,4.864,5228.1,0
16133,30,5,1,3,2,1,1,3,5,253,4,999,0,3,-1.8,92.893,-46.2,1.25,5099.1,0
16134,30,10,1,6,1,1,2,4,2,19,4,999,0,3,1.4,94.465,-41.8,4.961,5228.1,0
16135,42,3,2,1,2,2,1,9,3,20,4,999,0,3,-0.1,93.2,-42.0,4.12,5195.8,0
16136,84,6,3,1,2,2,1,5,2,666,1,3,2,1,-1.7,94.215,-40.3,0.893,4991.6,1
16137,51,7,2,3,2,1,2,3,4,162,2,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
16138,37,5,2,7,1,1,1,2,1,401,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
16139,56,6,3,7,2,1,1,2,1,529,3,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
16140,34,5,2,7,1,1,2,4,3,121,2,999,0,3,1.4,94.465,-41.8,4.864,5228.1,0
16141,39,10,3,6,2,1,1,6,5,108,4,999,0,3,1.4,93.444,-36.1,4.966,5228.1,0
16142,56,4,3,4,2,1,1,9,4,67,6,999,1,2,-0.1,93.2,-42.0,4.076,5195.8,0
16143,40,8,2,4,1,1,1,4,3,157,1,999,0,3,-2.9,92.963,-40.8,1.26,5076.2,0
16144,34,5,2,7,1,1,2,3,5,66,2,999,0,3,1.1,93.994,-36.4,4.864,5191.0,0
16145,34,10,2,6,2,1,2,3,4,24,1,999,0,3,-1.8,93.876,-40.0,0.699,5008.7,0
16146,32,3,1,3,1,1,1,9,5,84,2,999,0,3,-0.1,93.2,-42.0,4.021,5195.8,0
16147,59,2,2,3,2,2,1,3,2,242,1,999,0,3,-1.8,92.893,-46.2,1.291,5099.1,0
16148,64,6,2,7,1,1,1,2,2,157,4,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,1
16149,43,2,1,6,1,1,2,4,4,133,1,999,0,3,1.4,94.465,-41.8,4.866,5228.1,0
16150,25,10,1,6,2,1,2,3,3,104,2,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
16151,24,9,1,4,1,1,1,4,3,288,6,6,1,1,-1.7,94.055,-39.8,0.727,4991.6,1
16152,28,1,1,7,2,1,2,3,1,267,1,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
16153,34,5,2,7,1,2,2,4,3,46,2,999,0,3,1.4,94.465,-41.8,4.864,5228.1,0
16154,35,11,3,7,2,2,1,2,2,66,1,999,1,2,-1.8,93.075,-47.1,1.453,5099.1,0
16155,48,8,2,4,1,1,1,2,1,1112,3,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,1
16156,49,1,2,4,1,1,2,3,3,139,1,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
16157,33,2,1,3,1,2,1,5,2,141,2,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
16158,31,9,1,7,1,1,1,6,2,224,1,9,2,2,-1.7,94.027,-38.3,0.899,4991.6,0
16159,33,8,2,4,2,2,1,2,1,18,5,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
16160,34,1,2,7,2,2,1,3,3,242,1,7,1,1,-1.8,92.893,-46.2,1.27,5099.1,1
16161,33,8,2,4,1,1,1,5,1,1342,2,999,0,3,1.4,93.918,-42.7,4.96,5228.1,1
16162,30,10,2,4,2,1,1,6,2,385,2,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
16163,25,3,1,7,2,1,1,3,4,415,3,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,0
16164,51,3,2,1,1,1,1,8,2,626,1,999,1,2,-3.4,92.431,-26.9,0.737,5017.5,0
16165,40,2,2,2,2,1,1,5,3,480,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
16166,43,10,2,8,1,1,2,3,1,366,2,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
16167,30,2,1,3,1,1,2,4,3,83,11,999,0,3,1.4,94.465,-41.8,4.864,5228.1,0
16168,31,2,2,3,1,2,2,3,3,582,2,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
16169,30,8,1,8,1,1,2,4,1,163,1,999,0,3,1.4,94.465,-41.8,4.96,5228.1,0
16170,40,10,1,7,1,1,1,9,1,130,1,7,2,2,-3.4,92.649,-30.1,0.714,5017.5,1
16171,42,1,2,7,2,1,1,6,4,51,7,999,0,3,1.4,93.444,-36.1,4.968,5228.1,0
16172,45,2,1,1,2,2,1,5,2,21,3,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
16173,29,10,1,7,2,2,1,6,3,626,3,999,0,3,1.4,93.444,-36.1,4.967,5228.1,0
16174,32,2,2,1,1,2,2,5,3,990,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,1
16175,33,8,2,4,2,1,1,5,2,820,4,999,0,3,1.4,93.918,-42.7,4.961,5228.1,1
16176,33,1,1,6,1,1,2,3,2,485,3,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
16177,48,6,2,8,2,1,2,4,5,9,5,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
16178,41,2,2,8,1,2,1,5,2,161,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
16179,34,7,1,7,1,1,2,2,2,86,6,999,0,3,-1.8,93.075,-47.1,1.423,5099.1,0
16180,40,8,2,4,2,1,1,2,5,151,2,999,0,3,-1.8,93.075,-47.1,1.479,5099.1,0
16181,47,2,3,3,2,2,1,5,1,138,3,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
16182,44,8,2,4,1,1,2,3,4,126,2,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
16183,40,2,2,1,1,1,2,4,3,105,3,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
16184,49,10,2,6,2,1,2,4,3,429,13,999,0,3,1.4,94.465,-41.8,4.962,5228.1,0
16185,41,2,2,2,1,1,2,5,4,5,3,999,0,3,1.4,93.918,-42.7,4.968,5228.1,0
16186,41,8,2,8,1,1,2,4,4,139,2,999,0,3,1.4,94.465,-41.8,4.958,5228.1,0
16187,29,10,1,6,2,1,1,3,1,487,1,999,0,3,-1.8,92.893,-46.2,1.244,5099.1,1
16188,52,1,3,3,2,1,2,3,1,51,1,999,0,3,-1.8,92.893,-46.2,1.244,5099.1,0
16189,53,1,2,3,1,1,2,4,5,122,3,999,0,3,1.4,94.465,-41.8,4.967,5228.1,0
16190,56,10,2,8,2,2,1,5,5,84,3,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
