V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,class
0.949952,0.776828,0.865926,0.248227,0.7644,0.25588,0.268762,0.786633,0.44424,0.506197,0.364552,0.713297,0.373957,0.663739,0.353474,0.461347,0.71602,0.666108,0.581344,0.580934,0.55877,0.485895,0.665711,0.448484,0.562313,0.43261,0.421188,0.315392,0.000351,0.0
0.959545,0.77835,0.83254,0.289776,0.772892,0.275278,0.257889,0.761119,0.442647,0.479368,0.342285,0.737742,0.469693,0.625414,0.4737,0.430248,0.786883,0.547801,0.369679,0.584743,0.542939,0.550648,0.661472,0.240918,0.590969,0.382576,0.419981,0.31782,3.9e-05,0.0
0.914718,0.793331,0.883324,0.182588,0.777795,0.256839,0.290857,0.74403,0.650062,0.689497,0.385364,0.654836,0.444269,0.48161,0.456547,0.396368,0.660352,0.572865,0.529854,0.618215,0.534515,0.488425,0.657526,0.423534,0.59064,0.365758,0.399221,0.257645,0.000403,0.0
0.980204,0.759931,0.854511,0.224136,0.755203,0.256858,0.259574,0.786124,0.43715,0.525803,0.361251,0.714797,0.419833,0.653401,0.379558,0.426466,0.721215,0.762129,0.511164,0.575097,0.554839,0.472149,0.668669,0.451641,0.568117,0.560766,0.415786,0.313389,0.00058,0.0
0.974986,0.764841,0.837467,0.315942,0.767067,0.269422,0.26543,0.786764,0.45031,0.517944,0.193716,0.672598,0.413083,0.657102,0.422203,0.48344,0.709672,0.614513,0.524343,0.582055,0.556398,0.447192,0.664931,0.198997,0.5776,0.540784,0.414816,0.313616,0.00601,0.0
0.975155,0.760315,0.855239,0.266699,0.757407,0.259778,0.262643,0.78515,0.499545,0.49777,0.246289,0.742588,0.512015,0.622699,0.308003,0.444817,0.734005,0.604063,0.596553,0.582473,0.558969,0.491092,0.664982,0.448976,0.584825,0.576963,0.415591,0.313854,0.004763,0.0
0.957088,0.789574,0.775068,0.258993,0.789574,0.286818,0.269787,0.788988,0.489407,0.525995,0.358395,0.667019,0.421656,0.506746,0.441907,0.47785,0.791454,0.779286,0.549163,0.590884,0.554137,0.485281,0.666121,0.467819,0.57266,0.357007,0.425059,0.310301,8.9e-05,0.0
0.977764,0.770275,0.84716,0.316621,0.764196,0.259538,0.26616,0.784472,0.467477,0.505619,0.279571,0.745732,0.501439,0.643055,0.320333,0.422022,0.740775,0.571302,0.524601,0.578684,0.560327,0.513585,0.66498,0.442177,0.614395,0.370607,0.417367,0.313548,0.000255,0.0
0.98073,0.754867,0.849776,0.155384,0.755543,0.263616,0.257387,0.788591,0.489953,0.504582,0.334954,0.723274,0.37926,0.648876,0.401513,0.390317,0.735874,0.768178,0.568106,0.574119,0.555769,0.492991,0.666396,0.338844,0.586478,0.424937,0.417897,0.313346,0.000101,0.0
0.952612,0.775982,0.87567,0.27279,0.762121,0.255954,0.267103,0.784962,0.449059,0.501146,0.281159,0.712673,0.492137,0.644127,0.438304,0.451911,0.725506,0.651307,0.592583,0.581158,0.562346,0.518164,0.665594,0.481373,0.54295,0.461383,0.418939,0.31622,0.000252,0.0
0.935241,0.767614,0.869891,0.186806,0.744673,0.279881,0.235348,0.704991,0.418739,0.485575,0.179571,0.695376,0.30623,0.639747,0.142336,0.435421,0.780004,0.644379,0.49114,0.595115,0.494828,0.550354,0.667713,0.472388,0.64011,0.405737,0.417312,0.317946,0.002061,0.0
0.978616,0.769845,0.848364,0.280431,0.762935,0.255985,0.265475,0.784179,0.461159,0.506183,0.307406,0.734134,0.500535,0.652783,0.426924,0.445996,0.729652,0.57409,0.51622,0.5791,0.558193,0.485137,0.668432,0.43706,0.584426,0.44222,0.416343,0.313524,3.5e-05,0.0
0.946576,0.778718,0.859265,0.234789,0.765877,0.251569,0.269938,0.785092,0.461646,0.497139,0.248905,0.667008,0.31839,0.641615,0.384858,0.470763,0.726545,0.653836,0.507188,0.57919,0.557772,0.475169,0.665601,0.420322,0.552659,0.411167,0.41988,0.31723,0.000233,0.0
0.973031,0.755628,0.847966,0.288576,0.757327,0.263749,0.262254,0.786322,0.446763,0.522043,0.234608,0.687824,0.388821,0.648757,0.381287,0.396257,0.739849,0.718035,0.447416,0.577711,0.557565,0.484065,0.663798,0.3857,0.592715,0.372492,0.417296,0.314416,0.008111,0.0
0.977395,0.765856,0.847611,0.287609,0.760827,0.257773,0.264338,0.786022,0.47546,0.508682,0.345629,0.726678,0.344107,0.65892,0.277127,0.44661,0.728929,0.644139,0.596987,0.57878,0.558817,0.489184,0.665695,0.456191,0.597389,0.464643,0.415799,0.313261,0.001265,0.0
0.944822,0.770146,0.882677,0.305723,0.764202,0.257042,0.263828,0.78713,0.464111,0.500412,0.256399,0.710091,0.4476,0.63851,0.393252,0.442139,0.73121,0.668346,0.592763,0.581809,0.563675,0.527811,0.665126,0.477374,0.564762,0.363836,0.419548,0.31627,0.000253,0.0
0.961976,0.774757,0.858639,0.302439,0.763183,0.260466,0.265145,0.776669,0.453814,0.506064,0.288478,0.704979,0.399802,0.666421,0.45361,0.435522,0.737926,0.616543,0.540795,0.577982,0.573948,0.499133,0.66476,0.431894,0.615819,0.378685,0.420142,0.317711,0.000701,0.0
0.948335,0.772429,0.847188,0.197478,0.784971,0.296839,0.266962,0.792929,0.44044,0.501723,0.280037,0.689407,0.440908,0.650582,0.421584,0.462609,0.70373,0.65994,0.603447,0.582837,0.556724,0.464972,0.662352,0.51562,0.592379,0.444145,0.413568,0.309899,7.7e-05,0.0
0.952118,0.767844,0.869603,0.203814,0.759106,0.258264,0.266638,0.785629,0.406227,0.51466,0.362505,0.722949,0.483038,0.648611,0.347799,0.41643,0.721297,0.757002,0.528847,0.577498,0.554899,0.467683,0.669117,0.448657,0.548443,0.48106,0.416716,0.31436,0.002738,0.0
0.939737,0.771803,0.859071,0.270981,0.77428,0.268531,0.264621,0.79024,0.448518,0.502305,0.351844,0.726183,0.477057,0.636012,0.507057,0.408612,0.775812,0.505582,0.479875,0.579704,0.560207,0.51343,0.667308,0.294894,0.519018,0.459212,0.424112,0.316955,0.000105,0.0
0.943733,0.769417,0.875311,0.249909,0.768898,0.261135,0.268011,0.785498,0.456507,0.501076,0.320937,0.714958,0.386163,0.642589,0.273893,0.446665,0.720861,0.66054,0.635845,0.582132,0.557654,0.481494,0.6626,0.382684,0.589844,0.473744,0.413276,0.309763,0.000751,0.0
0.952089,0.778911,0.859771,0.255047,0.766009,0.253114,0.269785,0.784513,0.448421,0.497986,0.274141,0.704013,0.468353,0.630739,0.402089,0.461325,0.731149,0.642766,0.556013,0.581764,0.557336,0.478339,0.665451,0.427685,0.569336,0.43708,0.421011,0.315142,0.00035,0.0
0.973223,0.764442,0.844513,0.318859,0.762432,0.266808,0.262984,0.78894,0.486988,0.496844,0.35141,0.726796,0.352765,0.611488,0.27797,0.44675,0.759596,0.679777,0.544564,0.580247,0.561883,0.515187,0.662594,0.374257,0.606217,0.381095,0.417602,0.31421,0.004249,0.0
0.952238,0.774913,0.871581,0.288783,0.768205,0.261936,0.269934,0.784096,0.448288,0.507482,0.255061,0.72023,0.480401,0.622571,0.226782,0.445567,0.726924,0.561666,0.442473,0.578843,0.561815,0.529825,0.665196,0.445129,0.532441,0.532823,0.415714,0.312182,0.0,0.0
0.959275,0.783617,0.803616,0.342427,0.78092,0.310194,0.25132,0.737199,0.393432,0.510968,0.258828,0.707179,0.415911,0.701282,0.404697,0.46141,0.725346,0.670527,0.609497,0.595378,0.521547,0.547532,0.669658,0.516047,0.575703,0.453774,0.419867,0.320796,0.001051,0.0
0.951056,0.778244,0.855848,0.233847,0.766239,0.254867,0.269137,0.774137,0.448425,0.49682,0.2576,0.729174,0.523742,0.640808,0.317368,0.435535,0.733068,0.603723,0.595754,0.578779,0.573712,0.50503,0.663361,0.449657,0.587202,0.597331,0.416061,0.313294,7.8e-05,0.0
0.946921,0.765475,0.859973,0.268355,0.772118,0.258858,0.264448,0.786748,0.478733,0.496398,0.179512,0.720912,0.517442,0.626916,0.280105,0.45666,0.706642,0.674246,0.522754,0.580906,0.566275,0.551585,0.665623,0.327288,0.539838,0.341622,0.421187,0.318285,0.000453,0.0
0.9744,0.770621,0.850074,0.366476,0.764326,0.260876,0.266698,0.78472,0.432878,0.520746,0.291303,0.721922,0.500602,0.653096,0.388981,0.459182,0.722945,0.589695,0.444514,0.580638,0.562113,0.506773,0.665494,0.435657,0.594467,0.412997,0.416429,0.31397,0.003678,0.0
0.94929,0.775347,0.867901,0.200505,0.762343,0.248899,0.269494,0.782783,0.480723,0.506296,0.285284,0.692129,0.379724,0.640118,0.381647,0.462917,0.714624,0.619143,0.486582,0.581737,0.558851,0.499796,0.665685,0.508107,0.55953,0.534643,0.41862,0.311269,9e-05,0.0
0.977685,0.768122,0.846141,0.317857,0.762531,0.258884,0.265031,0.786147,0.481847,0.50728,0.251625,0.690493,0.288134,0.661506,0.342949,0.426139,0.745352,0.594575,0.52602,0.576833,0.55983,0.503023,0.665453,0.432019,0.609133,0.372092,0.41703,0.313433,0.000307,0.0
0.94228,0.774194,0.858061,0.310733,0.772292,0.254645,0.266811,0.787138,0.442628,0.492385,0.276693,0.649724,0.284547,0.625303,0.483362,0.442874,0.774734,0.693649,0.584514,0.581493,0.562482,0.509281,0.661924,0.371077,0.597974,0.407393,0.418002,0.315422,3.9e-05,0.0
0.945298,0.781392,0.858371,0.252193,0.763483,0.253778,0.268002,0.788698,0.438716,0.496966,0.261656,0.725769,0.523045,0.655656,0.389686,0.458283,0.723148,0.624528,0.563366,0.580926,0.558731,0.485085,0.666075,0.434545,0.570215,0.436951,0.419146,0.314352,0.000467,0.0
0.938464,0.780592,0.83551,0.217193,0.755802,0.26088,0.275911,0.775914,0.451346,0.491489,0.243835,0.733606,0.527775,0.647723,0.28039,0.450338,0.727503,0.60267,0.537065,0.576337,0.573904,0.514942,0.66733,0.450903,0.555344,0.561883,0.42179,0.314489,0.011759,0.0
0.94452,0.774164,0.875836,0.256556,0.763786,0.264204,0.267107,0.777486,0.486862,0.495779,0.239632,0.688207,0.318032,0.636508,0.306812,0.441873,0.727636,0.630491,0.443033,0.57542,0.576604,0.536699,0.663925,0.431273,0.568311,0.348426,0.417599,0.311518,0.001179,0.0
0.942464,0.783378,0.851604,0.254457,0.763563,0.252415,0.267541,0.789184,0.449256,0.49977,0.266775,0.710454,0.473217,0.638975,0.400407,0.46461,0.735776,0.644101,0.553344,0.581793,0.55745,0.476733,0.666096,0.427298,0.573337,0.438225,0.420788,0.314969,0.00035,0.0
0.975793,0.764145,0.835509,0.255101,0.763574,0.253841,0.267987,0.782136,0.461249,0.503969,0.255665,0.716198,0.4887,0.65669,0.411156,0.462119,0.717848,0.593673,0.594978,0.58324,0.554088,0.429481,0.666732,0.367608,0.576592,0.511357,0.414291,0.313757,0.006228,0.0
0.948121,0.768031,0.835442,0.1493,0.776786,0.307152,0.284693,0.774311,0.485965,0.527188,0.308279,0.669174,0.431667,0.605244,0.398594,0.460842,0.679464,0.631265,0.56301,0.579153,0.551992,0.486871,0.661326,0.526363,0.542595,0.491033,0.391656,0.288194,0.014828,0.0
0.976957,0.754359,0.831884,0.175534,0.762915,0.269405,0.26281,0.786034,0.465661,0.50356,0.297961,0.764661,0.574206,0.63835,0.324312,0.379325,0.728349,0.740355,0.607888,0.578951,0.553238,0.463096,0.662061,0.202331,0.609517,0.326504,0.417838,0.313727,0.00611,0.0
0.979837,0.770274,0.834862,0.298376,0.770241,0.269622,0.266198,0.78527,0.468232,0.505284,0.194234,0.737024,0.574105,0.635315,0.324546,0.437079,0.721488,0.604658,0.575062,0.579713,0.558616,0.50119,0.661698,0.211609,0.628532,0.38774,0.417402,0.313221,0.000255,0.0
0.928018,0.763818,0.876959,0.235005,0.772861,0.289827,0.267253,0.789291,0.499997,0.522222,0.357732,0.708768,0.37457,0.615604,0.396414,0.418464,0.737217,0.569017,0.506592,0.582172,0.556377,0.532442,0.668315,0.130629,0.586083,0.505687,0.421091,0.302895,0.002899,0.0
0.946473,0.773397,0.878624,0.25474,0.767932,0.258497,0.273087,0.777251,0.475929,0.511143,0.248933,0.686008,0.388068,0.620838,0.323571,0.428655,0.725386,0.614652,0.602461,0.580979,0.556193,0.492785,0.659092,0.438852,0.591109,0.457294,0.403434,0.300517,0.001187,0.0
0.870525,0.709759,0.8892,0.369801,0.778831,0.254429,0.263367,0.774472,0.531122,0.530554,0.255344,0.713024,0.513934,0.565845,0.360712,0.419591,0.736694,0.63765,0.786868,0.553232,0.540568,0.564718,0.71222,0.459591,0.635072,0.586689,0.428661,0.280458,0.003309,0.0
0.950016,0.772596,0.852674,0.295062,0.771259,0.265913,0.269773,0.785611,0.453543,0.501128,0.156466,0.6874,0.447058,0.644736,0.329577,0.437109,0.723546,0.670037,0.667124,0.582617,0.560638,0.503987,0.662803,0.24693,0.587411,0.387184,0.418896,0.31595,0.002622,0.0
0.981316,0.753342,0.840296,0.18212,0.757104,0.261182,0.259351,0.785248,0.39454,0.540962,0.31403,0.680432,0.45986,0.644092,0.342133,0.455697,0.729637,0.694273,0.596233,0.578787,0.554886,0.459139,0.665824,0.304971,0.586444,0.351291,0.41672,0.31361,0.003931,0.0
0.951467,0.777969,0.859976,0.250059,0.766092,0.256152,0.268774,0.786527,0.443114,0.501982,0.368068,0.716276,0.408857,0.641904,0.355329,0.468587,0.724979,0.682548,0.579156,0.581315,0.557999,0.48096,0.665227,0.417667,0.566268,0.434655,0.420886,0.314899,0.000173,0.0
0.979567,0.765921,0.842271,0.277615,0.763198,0.260856,0.264179,0.785504,0.48932,0.504642,0.191463,0.68995,0.371746,0.647821,0.340463,0.45313,0.724467,0.630132,0.607987,0.578964,0.555671,0.465267,0.66508,0.319953,0.599334,0.481071,0.415866,0.313277,0.00093,0.0
0.977377,0.765463,0.852988,0.321635,0.760819,0.265298,0.262171,0.788447,0.503221,0.504689,0.214396,0.689292,0.276965,0.646233,0.300019,0.426224,0.747231,0.608912,0.544446,0.576699,0.559707,0.508529,0.664776,0.387941,0.608622,0.384521,0.417632,0.313483,0.000195,0.0
0.939649,0.780408,0.845469,0.244031,0.767396,0.25573,0.272652,0.781539,0.457505,0.516663,0.236366,0.701447,0.483202,0.646108,0.37977,0.448762,0.715359,0.636888,0.578575,0.580602,0.560671,0.515378,0.662627,0.373243,0.568871,0.470412,0.418682,0.318644,0.002841,0.0
0.945635,0.771969,0.867117,0.24543,0.764072,0.253337,0.268807,0.784903,0.472235,0.494518,0.238386,0.696136,0.354268,0.644141,0.283982,0.446294,0.728808,0.610275,0.533943,0.577916,0.559074,0.489472,0.666753,0.477661,0.545881,0.431491,0.415741,0.316821,0.001297,0.0
0.978144,0.770257,0.84483,0.313194,0.765329,0.26144,0.266166,0.784627,0.467666,0.505558,0.263378,0.743907,0.514449,0.641658,0.321205,0.424878,0.737151,0.577677,0.534119,0.578879,0.560006,0.511203,0.664358,0.398643,0.617038,0.373839,0.417371,0.313487,0.000267,0.0
0.978196,0.768433,0.843634,0.261277,0.761941,0.248858,0.267516,0.781596,0.458706,0.504034,0.303669,0.736217,0.509911,0.655101,0.403786,0.451676,0.725507,0.573432,0.572767,0.580891,0.554149,0.442303,0.66938,0.478666,0.576027,0.472033,0.415017,0.31363,0.002131,0.0
0.93879,0.771137,0.885409,0.236124,0.763909,0.266271,0.264693,0.790242,0.468532,0.493162,0.3468,0.72543,0.373263,0.639212,0.280361,0.454977,0.72384,0.647913,0.511351,0.578502,0.5625,0.517878,0.662545,0.413045,0.583954,0.461766,0.414496,0.314946,0.000241,0.0
0.977756,0.767302,0.850799,0.29256,0.761888,0.260189,0.26437,0.785112,0.479291,0.502702,0.278211,0.747005,0.505223,0.63496,0.317943,0.425032,0.743539,0.56873,0.539761,0.57922,0.560733,0.518168,0.665213,0.447069,0.603784,0.49361,0.416656,0.313426,0.000479,0.0
0.978993,0.768079,0.846666,0.289337,0.762108,0.255959,0.265396,0.78374,0.477303,0.504481,0.24869,0.727597,0.466798,0.641936,0.318385,0.439979,0.731617,0.601976,0.580041,0.579332,0.55786,0.488258,0.665488,0.441258,0.60377,0.469071,0.416106,0.313424,0.000545,0.0
0.980913,0.759705,0.83731,0.228506,0.759791,0.256219,0.262543,0.784921,0.447656,0.520918,0.247487,0.645942,0.281152,0.654861,0.355596,0.460008,0.760895,0.526395,0.599389,0.579491,0.5642,0.529445,0.66348,0.391448,0.613473,0.420428,0.416297,0.313129,0.001401,0.0
0.958413,0.780337,0.844641,0.275425,0.77206,0.25739,0.274512,0.777324,0.463218,0.542223,0.358886,0.721007,0.460421,0.640923,0.342041,0.431191,0.706113,0.675977,0.621465,0.5862,0.560726,0.54366,0.663327,0.384895,0.54053,0.345418,0.419426,0.306384,7.4e-05,0.0
0.976536,0.765464,0.851115,0.30196,0.761772,0.263732,0.262828,0.786007,0.480119,0.507958,0.215259,0.703194,0.483224,0.643034,0.445771,0.478784,0.701575,0.694989,0.530937,0.581188,0.563096,0.516917,0.662688,0.32014,0.601702,0.373476,0.417362,0.314074,0.003503,0.0
0.94154,0.785543,0.852274,0.259863,0.76037,0.26213,0.257638,0.732585,0.463135,0.508659,0.289548,0.73989,0.485058,0.658237,0.395935,0.456925,0.7322,0.611595,0.530644,0.569711,0.631327,0.401272,0.67387,0.468312,0.626618,0.455023,0.420676,0.316757,0.000389,0.0
0.979602,0.780114,0.800181,0.303173,0.777927,0.260623,0.269156,0.784739,0.437314,0.478761,0.384146,0.714478,0.510369,0.531902,0.383701,0.49065,0.794901,0.771919,0.532061,0.580717,0.558093,0.488392,0.659926,0.160611,0.631944,0.392689,0.41754,0.314578,0.000115,0.0
0.975811,0.765483,0.850878,0.299453,0.763445,0.268624,0.26264,0.787072,0.476379,0.506625,0.235443,0.720285,0.535283,0.639354,0.458925,0.468449,0.708515,0.658268,0.502582,0.581323,0.56367,0.5249,0.663003,0.280787,0.598928,0.377947,0.41775,0.314035,0.003503,0.0
0.976126,0.767959,0.83844,0.264585,0.769996,0.27783,0.263059,0.791597,0.456502,0.502577,0.418934,0.743689,0.437695,0.648129,0.451166,0.434042,0.75558,0.54278,0.459279,0.578008,0.559204,0.495816,0.668494,0.193915,0.572679,0.462547,0.417292,0.313164,7.7e-05,0.0
0.965768,0.757236,0.835463,0.365969,0.766725,0.278549,0.266658,0.788372,0.449891,0.518612,0.265783,0.718786,0.434966,0.649149,0.24863,0.463659,0.714266,0.658004,0.539883,0.586593,0.563674,0.49718,0.657194,0.210015,0.609028,0.447196,0.415532,0.314303,0.014777,0.0
0.913133,0.735448,0.876778,0.197928,0.776128,0.246108,0.256066,0.786334,0.436556,0.521575,0.325245,0.705875,0.44982,0.636117,0.346451,0.436821,0.702644,0.789435,0.473712,0.580084,0.55805,0.482619,0.670198,0.380452,0.564784,0.546704,0.407185,0.32112,0.002059,0.0
0.978157,0.766918,0.854945,0.311936,0.759819,0.259797,0.262654,0.785956,0.49269,0.505522,0.230228,0.709214,0.404936,0.640422,0.344963,0.447119,0.72657,0.657917,0.545437,0.578418,0.562826,0.531126,0.663438,0.437173,0.613457,0.390517,0.41755,0.313712,0.000388,0.0
0.977047,0.763256,0.849534,0.259658,0.759536,0.258813,0.262955,0.786046,0.477816,0.506975,0.351295,0.734646,0.416046,0.650844,0.322782,0.460562,0.720606,0.660779,0.594236,0.580489,0.561612,0.509268,0.664679,0.435985,0.589261,0.587556,0.415142,0.313259,0.002335,0.0
0.979352,0.77362,0.832943,0.310426,0.765374,0.250789,0.26679,0.78332,0.464713,0.497568,0.278279,0.68389,0.37582,0.61672,0.422954,0.466783,0.752141,0.693106,0.518421,0.578524,0.560468,0.502852,0.663815,0.415459,0.615033,0.372491,0.41699,0.314123,3.9e-05,0.0
0.975816,0.766315,0.844715,0.279453,0.767939,0.276613,0.263602,0.789806,0.473564,0.500151,0.31149,0.753699,0.507722,0.641948,0.394925,0.398872,0.765539,0.463313,0.458761,0.578302,0.5599,0.513627,0.667256,0.261109,0.587277,0.489794,0.417495,0.313152,0.000568,0.0
0.93729,0.760009,0.873689,0.278582,0.770983,0.251286,0.261241,0.78788,0.480022,0.497025,0.222835,0.707651,0.432999,0.636719,0.33314,0.460717,0.712137,0.679568,0.487173,0.581646,0.567586,0.549287,0.667663,0.435024,0.547464,0.338626,0.419949,0.317792,0.000304,0.0
0.941079,0.772665,0.851922,0.270037,0.779709,0.3102,0.263564,0.795019,0.49445,0.51538,0.222851,0.711203,0.415702,0.611463,0.237558,0.41308,0.738478,0.638285,0.724098,0.582475,0.553891,0.468995,0.663242,0.517412,0.584535,0.350206,0.411496,0.313376,0.00086,0.0
0.945911,0.767042,0.861934,0.306628,0.7641,0.267868,0.273371,0.785269,0.450345,0.506001,0.348532,0.706783,0.321654,0.657174,0.299064,0.419524,0.739737,0.649729,0.611741,0.584948,0.563963,0.525847,0.670965,0.405438,0.564947,0.366111,0.415271,0.311768,0.008661,0.0
0.976817,0.764408,0.85883,0.283052,0.759952,0.267898,0.260457,0.789238,0.485994,0.506338,0.355391,0.749121,0.440391,0.640242,0.318062,0.451552,0.726933,0.640662,0.554773,0.578997,0.561296,0.517143,0.666118,0.389336,0.586273,0.47923,0.417044,0.313407,0.000448,0.0
0.978379,0.765702,0.859049,0.290143,0.758468,0.260007,0.26161,0.786078,0.494036,0.503662,0.243317,0.723908,0.463737,0.631329,0.349995,0.454296,0.725809,0.635757,0.560074,0.579293,0.560026,0.507356,0.665881,0.441296,0.59249,0.477049,0.416842,0.313684,0.000334,0.0
0.946072,0.765948,0.871712,0.274246,0.760786,0.26699,0.267063,0.786656,0.412979,0.514254,0.242119,0.699873,0.492453,0.637165,0.382522,0.382077,0.745323,0.725789,0.516292,0.579648,0.558731,0.504174,0.668456,0.387824,0.57641,0.387482,0.418994,0.315833,0.005473,0.0
0.962218,0.74615,0.847034,0.278556,0.755275,0.265456,0.264544,0.786522,0.50579,0.494201,0.244696,0.716111,0.398416,0.636611,0.342707,0.439282,0.74498,0.591066,0.559955,0.589147,0.562764,0.481557,0.660843,0.404741,0.570176,0.576124,0.414419,0.315031,0.019207,0.0
0.941511,0.772278,0.866398,0.304152,0.770633,0.258964,0.267232,0.788117,0.426761,0.511937,0.391951,0.730652,0.423602,0.669096,0.401917,0.435135,0.733933,0.626113,0.625439,0.584446,0.556334,0.457217,0.668902,0.401141,0.581994,0.321287,0.420791,0.314397,0.001295,0.0
0.942878,0.778906,0.859741,0.307058,0.765258,0.265172,0.267329,0.790063,0.447712,0.512432,0.352023,0.730683,0.389669,0.659457,0.30377,0.41672,0.746785,0.640694,0.637424,0.580566,0.561843,0.528669,0.664705,0.411914,0.568761,0.378568,0.416789,0.311,0.000587,0.0
0.940653,0.775237,0.849889,0.295745,0.764119,0.259211,0.267876,0.790071,0.447341,0.501551,0.238516,0.666539,0.295993,0.681355,0.447646,0.437501,0.74131,0.650827,0.571941,0.576601,0.564535,0.532324,0.669866,0.386191,0.561043,0.377408,0.416328,0.313912,0.002647,0.0
0.951428,0.772563,0.855733,0.284806,0.769336,0.262986,0.268146,0.787741,0.468695,0.500013,0.189796,0.660485,0.258998,0.660701,0.328295,0.430317,0.737045,0.630527,0.561559,0.577787,0.561454,0.512333,0.6643,0.316474,0.555741,0.357585,0.419885,0.316557,0.000446,0.0
0.941055,0.771953,0.876559,0.266867,0.762402,0.256485,0.26866,0.783221,0.479728,0.508996,0.275077,0.731245,0.514558,0.616103,0.31829,0.435504,0.728699,0.630856,0.55208,0.584518,0.562943,0.548721,0.663864,0.51776,0.572367,0.490262,0.422194,0.315128,0.002724,0.0
0.981809,0.759561,0.847158,0.211967,0.760116,0.266026,0.258734,0.786584,0.449282,0.520124,0.23174,0.678882,0.512865,0.627561,0.440752,0.495534,0.73002,0.58238,0.580837,0.581648,0.567196,0.557616,0.662397,0.268547,0.605577,0.431755,0.417502,0.313424,0.000778,0.0
0.951864,0.772872,0.863378,0.187602,0.767368,0.256495,0.27053,0.783671,0.456082,0.498706,0.333512,0.698269,0.357224,0.655383,0.324903,0.47226,0.701223,0.673485,0.548119,0.579325,0.560886,0.506119,0.662693,0.386633,0.555654,0.543525,0.413453,0.310601,0.000299,0.0
0.983628,0.76466,0.830724,0.217325,0.763425,0.251853,0.265331,0.780978,0.421332,0.522635,0.250915,0.686063,0.507832,0.645117,0.365961,0.476213,0.736786,0.549503,0.627369,0.58143,0.56409,0.530619,0.662022,0.374584,0.627287,0.416407,0.416048,0.313071,0.000389,0.0
0.978714,0.7684,0.847667,0.277024,0.761397,0.254806,0.264579,0.785432,0.461879,0.511663,0.37077,0.7198,0.359869,0.670071,0.370954,0.465327,0.715932,0.656762,0.571327,0.578407,0.558132,0.477197,0.667889,0.448765,0.584352,0.436711,0.415748,0.313287,7e-05,0.0
0.978461,0.767353,0.85638,0.306058,0.761162,0.26398,0.262202,0.786224,0.490734,0.5041,0.219501,0.731346,0.516128,0.627914,0.34613,0.455308,0.717422,0.653752,0.561029,0.579533,0.560093,0.509917,0.664304,0.369271,0.606333,0.363323,0.417927,0.313832,0.000389,0.0
0.976406,0.767656,0.840343,0.29588,0.76333,0.261572,0.263569,0.787755,0.478291,0.495665,0.378259,0.724846,0.352325,0.607781,0.29189,0.44916,0.768636,0.662396,0.550632,0.578926,0.560062,0.505481,0.664584,0.400933,0.599208,0.49281,0.416604,0.313783,0.001151,0.0
0.946331,0.770861,0.867566,0.178273,0.771589,0.262946,0.270979,0.779207,0.478202,0.514194,0.303264,0.681969,0.372542,0.632104,0.353346,0.476814,0.685775,0.6925,0.583821,0.580461,0.558143,0.495054,0.660464,0.272659,0.563026,0.538002,0.399823,0.301357,3e-05,0.0
0.943841,0.774599,0.873316,0.293077,0.7655,0.269544,0.266275,0.790111,0.443334,0.509916,0.343366,0.700077,0.376814,0.661476,0.435354,0.449504,0.7243,0.707154,0.609361,0.583475,0.564891,0.537629,0.662301,0.336165,0.593731,0.414446,0.422777,0.315926,0.002024,0.0
0.947721,0.774189,0.856375,0.254353,0.770741,0.253229,0.267711,0.78528,0.450664,0.498941,0.246017,0.700157,0.482223,0.629799,0.405634,0.465812,0.725609,0.654884,0.57224,0.583044,0.557289,0.472778,0.665435,0.355297,0.574403,0.442551,0.420765,0.315202,3.5e-05,0.0
0.982234,0.76321,0.841854,0.22076,0.760576,0.255658,0.263219,0.78232,0.427226,0.521745,0.245538,0.722249,0.594652,0.638083,0.399509,0.414349,0.721289,0.710954,0.51762,0.576607,0.553448,0.467181,0.666259,0.37316,0.58961,0.577287,0.41563,0.313345,0.000671,0.0
0.978046,0.770098,0.840243,0.293736,0.765695,0.258779,0.266656,0.784039,0.449111,0.511669,0.354774,0.751542,0.517217,0.659219,0.347308,0.458963,0.706514,0.677018,0.565332,0.580288,0.562894,0.521067,0.662591,0.387939,0.61834,0.37121,0.416684,0.313417,0.001429,0.0
0.886322,0.720201,0.861358,0.301449,0.806408,0.227846,0.248658,0.789378,0.455396,0.503709,0.185273,0.727004,0.580154,0.64859,0.378577,0.465738,0.696709,0.679534,0.541437,0.595109,0.56788,0.489854,0.67453,0.24528,0.613291,0.344078,0.414762,0.317346,9.7e-05,0.0
0.951725,0.777318,0.869501,0.323881,0.761656,0.26508,0.268029,0.782025,0.475163,0.520827,0.258323,0.732396,0.565306,0.614925,0.384499,0.41833,0.736579,0.661503,0.677047,0.583445,0.563759,0.556539,0.662377,0.447091,0.565314,0.408193,0.414588,0.311689,0.00217,0.0
0.978813,0.767185,0.843675,0.286456,0.762992,0.257956,0.26541,0.784055,0.479277,0.504456,0.227329,0.718607,0.454171,0.642893,0.322334,0.443708,0.728237,0.612167,0.590242,0.579692,0.557618,0.4839,0.66462,0.390277,0.605624,0.472613,0.416008,0.313403,0.00126,0.0
